source_group,final_split,images,negative_images,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
-2024-04-10-133630.png,train,1,0,0,6,0,0,0
-2024-04-10-133630_png_jpg,train,3,0,0,18,0,0,0
-_20230705013609.png,train,1,0,0,3,0,0,0
-_20230705013609_png.jpg,test,1,0,0,3,0,0,0
-_20230705013609_png_jpg,valid,2,0,0,6,0,0,0
-_20230708190548.png,train,1,0,0,3,0,0,0
-_20230708190548_png.jpg,test,1,0,0,3,0,0,0
-_20230708190548_png_jpg,train,3,0,0,9,0,0,0
-_20230708190552.png,train,1,0,0,2,0,0,0
-_20230708190552_png.jpg,train,1,0,0,2,0,0,0
-_20230708190552_png_jpg,train,3,0,0,6,0,0,0
-_20230708190558.png,valid,1,0,0,20,0,0,0
-_20230708190558_png.jpg,train,1,0,0,19,0,0,0
-_20230708190558_png_jpg,train,4,0,0,78,0,0,0
-_20230708190603.png,train,1,0,0,21,0,0,0
-_20230708190603_png.jpg,valid,1,0,0,19,0,0,0
-_20230708190603_png_jpg,train,1,0,0,20,0,0,0
-_20230708190618.png,train,1,0,0,4,0,0,0
-_20230708190618_png.jpg,train,1,0,0,4,0,0,0
-_20230708190618_png_jpg,valid,4,0,0,16,0,0,0
-_20230708190625.png,train,1,0,0,13,0,0,0
-_20230708190625_png.jpg,train,1,0,0,1,0,0,0
-_20230708190625_png_jpg,train,3,0,0,31,0,0,0
-_20230820171912.png,train,1,0,0,23,0,0,0
-_20230820171912_png_jpg,train,3,0,0,65,0,0,0
-_20230924182411_png.jpg,train,1,0,0,0,6,0,0
-_20230924182422_png.jpg,train,1,0,0,0,18,0,0
-_20230924182425_png.jpg,train,1,0,0,0,6,0,0
-_20230924182429_png.jpg,train,1,0,0,0,3,0,0
-_20230924182432.png,train,1,0,0,0,5,0,0
-_20230924182432_png.jpg,test,1,0,0,0,5,0,0
-_20230924182448_png.jpg,valid,1,0,0,0,4,0,0
-_20230924182451_png.jpg,train,1,0,0,0,4,0,0
-_20230924182454_png.jpg,test,1,0,0,0,4,0,0
-_20230924182457_png.jpg,train,1,0,0,0,4,0,0
-_20230924182500_png.jpg,train,1,0,0,0,9,0,0
-_20230924182503.png,train,1,0,0,5,0,0,0
-_20230924182503_png,train,1,0,0,5,0,0,0
-_20230924182503_png.jpg,train,1,0,0,5,0,0,0
-_20230924182503_png_jpg,train,3,0,0,15,0,0,0
-_20230924182506.png,train,1,0,0,5,0,0,0
-_20230924182506_png.jpg,train,1,0,0,5,0,0,0
-_20230924182506_png_jpg,train,4,0,0,20,0,0,0
-_20230924182509.png,train,1,0,0,5,0,0,0
-_20230924182509_png,valid,1,0,0,5,0,0,0
-_20230924182509_png.jpg,train,1,0,0,5,0,0,0
-_20230924182509_png_jpg,train,2,0,0,10,0,0,0
-_20230924182512.png,train,1,0,0,5,0,0,0
-_20230924182512_png,train,1,0,0,5,0,0,0
-_20230924182512_png.jpg,valid,1,0,0,5,0,0,0
-_20230924182512_png_jpg,valid,3,0,0,15,0,0,0
-_20230924182515.png,train,1,0,0,10,0,0,0
-_20230924182515_png.jpg,train,1,0,0,10,0,0,0
-_20230924182515_png_jpg,train,4,0,0,40,0,0,0
-_20230924182518.png,train,1,0,0,5,0,0,0
-_20230924182518_png.jpg,train,1,0,0,5,0,0,0
-_20230924182518_png_jpg,train,3,0,0,15,0,0,0
-_20240404161141.png,train,1,0,0,7,0,0,0
-_20240404161141_png,train,1,0,0,7,0,0,0
-_20240404161141_png_jpg,test,3,0,0,21,0,0,0
-_20240404161215.png,train,1,0,0,2,0,0,0
-_20240404161215_png,train,1,0,0,2,0,0,0
-_20240404161215_png.jpg,train,1,0,0,2,0,0,0
-_20240404161215_png_jpg,train,3,0,0,7,0,0,0
-_20240404161218.png,train,1,0,0,7,0,0,0
-_20240404161218_png,train,1,0,0,7,0,0,0
-_20240404161218_png.jpg,train,1,0,0,7,0,0,0
-_20240404161218_png_jpg,train,3,0,0,21,0,0,0
000009.jpg,train,1,0,0,0,1,0,0
000021.jpg,train,1,0,0,0,1,0,0
000036.png,train,1,0,0,0,1,0,0
000038.jpg,train,1,0,0,0,4,0,0
000044.png,train,1,0,0,0,1,0,0
000045.jpg,train,1,0,0,0,1,0,0
000053.jpg,train,1,0,0,0,2,0,0
01f13791-5551-41b7-8fa6-ee5152710173.jpg,train,1,0,0,0,48,0,0
04584b4c-44e5-41bd-ba2d-7cd0e878ba79.jpg,train,1,0,0,0,59,0,0
05180fd3-a4e9-4606-b669-980f5c1790a4.jpg,train,1,0,0,0,315,0,0
05dfrr2l_png.jpg,train,1,0,0,0,23,0,0
0804d9c3-5e85-4605-a005-23740bee0700_jpg,valid,1,0,0,0,17,0,0
0ccb3945-bf02-4c23-9328-0dd0bdca6a73.jpg,train,1,1,0,0,0,0,0
0ee70760-ea1e-4f2d-8dab-180ca80b975d.jpg,train,1,0,372,0,0,0,0
0ef4dfb4-134b-42d1-941f-1e77e170374f.jpg,test,1,0,100,0,0,0,0
0f4060d50c39f101b100626f93d1f04.png,train,1,0,0,10,0,0,0
0f4060d50c39f101b100626f93d1f04_png.jpg,train,1,0,0,10,0,0,0
0f4060d50c39f101b100626f93d1f04_png_jpg,train,3,0,0,30,0,0,0
0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg,train,1,0,0,0,52,0,0
103f559751e75f575b7101078f8b0fa.png,train,1,0,0,19,0,0,0
103f559751e75f575b7101078f8b0fa_png.jpg,test,1,0,0,19,0,0,0
103f559751e75f575b7101078f8b0fa_png_jpg,train,4,0,0,75,0,0,0
1107afa4-cb0c-43c4-a59c-5a82df35f3ca.jpg,train,1,0,0,0,36,0,0
118217de-aefa-4733-bd3b-a3e7eeaa1144.jpg,valid,1,0,0,0,154,0,0
139164d9-2ca0-4ab8-b0c4-593cea19ab1b.jpg,train,1,0,0,0,214,0,0
13ee5b15fa3a156bb16bb7383011af0.png,train,1,0,0,0,3,0,0
13ee5b15fa3a156bb16bb7383011af0_png.jpg,train,1,0,0,0,3,0,0
14be09c1-6fdb-41d8-83a6-18f6a75e0234.jpg,train,1,1,0,0,0,0,0
1597886626403_png.jpg,train,1,0,0,0,8,0,0
1670333703-5cdf9b336c4b445e5e7cfce6.jpg,train,2,0,0,0,0,15,0
1670333703-5cdf9b336c4b445e5e7cfce6_jpg,train,2,0,0,0,0,19,0
16c3ab3b-13.jpg,train,6,0,0,0,0,162,0
16c3ab3b-13_jpg,test,4,0,0,0,0,89,0
18cf4515-b854-44c9-9f58-1e94104e3d57.jpg,valid,1,0,0,0,0,0,56
194277bf-3501-4f42-857d-3edfb330c2c2.jpg,test,1,0,0,0,54,0,0
19574211-ae62-485d-aa2e-390a7a0d8d07.jpg,train,1,0,0,0,86,0,0
1a6d38b9-fb29-449b-8476-3a01c93774a7.jpg,train,1,0,0,0,42,0,0
1a7a4d1b-14e9-4bea-8fe3-bf2a0960401e.jpg,train,1,0,0,0,238,0,0
1dc16d51-1f31-41d7-81b2-8ea85fdeed96.jpg,train,1,1,0,0,0,0,0
1dce8876-f9ee-4d23-9c1c-f850859b329f_jpg,train,1,0,0,0,18,0,0
22066d1d-aea7-451c-a76b-fa428ce913c8.jpg,train,1,0,0,0,60,0,0
24ensjn6_png.jpg,valid,1,0,0,0,4,0,0
26d68488-3f59-4d3e-8ba2-5f0207fee430.jpg,train,1,1,0,0,0,0,0
29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg,train,1,0,178,0,0,0,0
29f1f335-5da4-4a9b-b638-88294f28e2f8.jpg,train,1,0,0,0,46,0,0
2b13b33baf8efae5a7c98d265a29d9b.png,test,1,0,0,10,0,0,0
2b13b33baf8efae5a7c98d265a29d9b_png_jpg,train,4,0,0,40,0,0,0
2b52f034-07c4-46de-8166-a0f0f5edbd7d.jpg,train,1,0,0,0,30,0,0
2ea78bdd-bce1-4012-b19e-68c24bef3647.jpg,train,1,0,0,0,195,0,0
3335c6b3-082d-4f55-b381-89b6f83418a6.jpg,train,1,0,230,0,0,0,0
3b4ae7ba-46e9-4ea2-81c8-863f8907b44c.jpg,train,1,0,0,0,80,0,0
417_original_png.jpg,train,6,0,0,0,0,83,0
417_original_png_jpg,train,7,0,0,0,0,104,0
47791c27-13db-4650-bda9-5b1dd804f321.jpg,train,1,0,262,0,0,0,0
4aedfa6ec53befe81c754afb6a00c59.png,test,1,0,0,21,0,0,0
4aedfa6ec53befe81c754afb6a00c59_png,train,1,0,0,17,0,0,0
4aedfa6ec53befe81c754afb6a00c59_png.jpg,train,1,0,0,19,0,0,0
4aedfa6ec53befe81c754afb6a00c59_png_jpg,train,1,0,0,18,0,0,0
51d9790d-6350-485f-bc87-bd3aea0b0f45.jpg,train,1,0,661,0,0,0,0
52a9972f9c6177ed93c9ee9718fb72a.png,train,1,0,0,10,0,0,0
52a9972f9c6177ed93c9ee9718fb72a_png,train,1,0,0,10,0,0,0
52a9972f9c6177ed93c9ee9718fb72a_png.jpg,valid,1,0,0,11,0,0,0
52a9972f9c6177ed93c9ee9718fb72a_png_jpg,train,2,0,0,19,0,0,0
5572f326-9f86-4e0f-a21d-e961d61bef86.jpg,train,1,0,0,0,132,0,0
55f2e3dcaca58008c38d3de88bfed5a.png,train,1,0,0,19,0,0,0
55f2e3dcaca58008c38d3de88bfed5a_png,train,1,0,0,20,0,0,0
55f2e3dcaca58008c38d3de88bfed5a_png.jpg,valid,1,0,0,20,0,0,0
55f2e3dcaca58008c38d3de88bfed5a_png_jpg,train,3,0,0,58,0,0,0
59041c11-42aa-4be6-8cec-333e68075cfe.jpg,train,1,0,0,0,221,0,0
5aeda55e-e86e-4770-94a6-a8d9f22712e0.jpg,train,1,0,0,0,91,0,0
5baa02c65ffc09eaf3235a2eb5be451_png.jpg,train,1,0,0,0,12,0,0
5cdadad4-c7de-4861-9742-89a437764a4f.jpg,test,1,0,0,0,120,0,0
63425d5759c4599a8fe3dca4673630a.png,valid,1,0,0,20,0,0,0
63425d5759c4599a8fe3dca4673630a_png,train,1,0,0,19,0,0,0
63425d5759c4599a8fe3dca4673630a_png.jpg,train,1,0,0,20,0,0,0
63425d5759c4599a8fe3dca4673630a_png_jpg,train,3,0,0,56,0,0,0
64d267bd-18be-4d79-80b1-29f83f69812f.jpg,train,1,1,0,0,0,0,0
65867ef9-762d-4a64-afe5-739d073e49da.jpg,train,1,0,658,0,0,0,0
66a8f315-fca0-4e1a-8cb9-b56f2f2f2602.jpg,train,1,1,0,0,0,0,0
6c04c28e-cc96-43cc-9e1f-b2d0d0c7c5ee.jpg,train,1,0,421,0,0,0,0
72f629d38f7cad8a5a767fbe1c8c47b.png,valid,1,0,0,10,0,0,0
72f629d38f7cad8a5a767fbe1c8c47b_png.jpg,train,1,0,0,10,0,0,0
72f629d38f7cad8a5a767fbe1c8c47b_png_jpg,train,1,0,0,10,0,0,0
7496e1da-eefb-472b-abf2-576548470bf3.jpg,test,1,1,0,0,0,0,0
759f370d-c956-46cf-aa38-c9d6059b855d.jpg,train,1,1,0,0,0,0,0
75eca624-51dc-4c3c-b562-01af37c83370.jpg,train,1,0,462,0,0,0,0
7d2b6e9a3a463279150b7312f8b3ec6.png,train,1,0,0,10,0,0,0
7d2b6e9a3a463279150b7312f8b3ec6_png.jpg,train,1,0,0,9,0,0,0
7d2b6e9a3a463279150b7312f8b3ec6_png_jpg,valid,1,0,0,10,0,0,0
7f2f593r_png.jpg,test,1,0,0,0,7,0,0
7f954053-8e72-4556-82a9-809ff3810fb1.jpg,train,1,0,52,0,221,0,0
7p96blxd_png.jpg,train,1,0,0,0,5,0,0
86605a3e-c9cf-4fbf-aabf-952a7b24b408.jpg,train,1,0,0,0,16,0,0
88541225-982e-4240-8f6d-e7da49b2e0e2.jpg,test,1,0,0,0,42,0,0
8aa04eb3-626c-4a67-b793-80ddd774a7c8.jpg,train,1,0,170,0,0,0,0
8c1ef5ca-bc5b-4f76-9150-408f28da951e.jpg,valid,1,0,143,0,0,0,0
8c41814c-8.jpg,valid,6,0,0,0,0,103,0
8c41814c-8_jpg,train,4,0,0,0,0,98,0
8ea64c42-3a4c-4a22-a4c8-297905eb331a.jpg,train,1,0,0,0,42,0,0
8hofgt5m_png.jpg,train,1,0,0,0,3,0,0
923a108f41cc108b080c4fe180deb58.png,train,1,0,0,10,0,0,0
923a108f41cc108b080c4fe180deb58_png.jpg,train,1,0,0,10,0,0,0
923a108f41cc108b080c4fe180deb58_png_jpg,train,3,0,0,30,0,0,0
94586dd6-4b64-4255-8dc0-01b7d8b1ac11.jpg,train,1,0,166,0,0,0,0
94f76c37-4bb3-4a2d-bdba-4ac1cd4c86cf.jpg,train,1,0,0,0,21,0,0
9726cfb3c55806a364cf3645086f339_png.jpg,train,1,0,0,0,12,0,0
9755406a-8517-4ae6-b24d-1230487eeb40.jpg,train,1,0,0,0,144,0,0
9a4d57a2-0362-4187-bde1-e89688adc324.jpg,train,1,0,154,0,0,0,0
Besi-T-Beam.jpg,valid,2,0,0,36,0,0,0
Besi-T-Beam_jpg,valid,2,0,0,36,0,0,0
Harga-Besi-T-Beam.jpg,train,1,0,0,10,0,0,0
Harga-Besi-T-Beam_jpg,train,1,0,0,10,0,0,0
I-beam-price1.jpg,train,1,0,0,0,1,0,0
I-beam-price10.jpg,train,1,0,0,0,5,0,0
I-beam-price17.jpg,train,1,0,0,0,1,0,0
I-beam-price18.jpg,train,1,0,0,0,6,0,0
I-beam-price4.jpg,train,1,0,0,0,1,0,0
PHOTO-2024-10-10-14-22-00.jpg,test,1,0,0,0,45,0,0
PHOTO-2024-10-10-17-33-33.jpg,test,1,0,0,0,0,0,83
PHOTO-2024-10-10-18-41-20.jpg,train,1,0,0,0,0,0,84
