source_group,class,keypoints,visible,occluded,out_of_image,out_of_image_pct,out_of_bbox,out_of_bbox_pct,both_out
-2024-04-08-181056_png_jpg,T-beam,32,31,1,2,6.25,1,3.125,1
-2024-04-08-181107.png,T-beam,12,12,0,0,0.0,0,0.0,0
-2024-04-08-181107_png_jpg,T-beam,72,69,3,1,1.389,0,0.0,0
-2024-04-08-181115.png,T-beam,12,12,0,0,0.0,0,0.0,0
-2024-04-08-181115_png.jpg,T-beam,12,11,1,0,0.0,1,8.333,0
-2024-04-08-181115_png_jpg,T-beam,40,39,1,3,7.5,2,5.0,2
-2024-04-08-181132.png,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181132_png_jpg,T-beam,80,80,0,0,0.0,0,0.0,0
-2024-04-08-181137.png,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181137_png_jpg,T-beam,40,40,0,1,2.5,0,0.0,0
-2024-04-08-181147.png,T-beam,44,44,0,0,0.0,0,0.0,0
-2024-04-08-181147_png.jpg,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181153.png,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181153_png,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181153_png.jpg,T-beam,40,40,0,0,0.0,3,7.5,0
-2024-04-08-181153_png_jpg,T-beam,120,120,0,3,2.5,3,2.5,3
-2024-04-08-181203.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181203_png.jpg,T-beam,20,20,0,0,0.0,2,10.0,0
-2024-04-08-181203_png_jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181226.png,T-beam,4,4,0,0,0.0,0,0.0,0
-2024-04-08-181226_png.jpg,T-beam,40,39,1,0,0.0,4,10.0,0
-2024-04-08-181235.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181235_png.jpg,T-beam,20,20,0,0,0.0,1,5.0,0
-2024-04-08-181235_png_jpg,T-beam,60,60,0,0,0.0,0,0.0,0
-2024-04-08-181248.png,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181248_png.jpg,T-beam,40,38,2,0,0.0,1,2.5,0
-2024-04-08-181248_png_jpg,T-beam,80,80,0,3,3.75,2,2.5,2
-2024-04-08-181302.png,T-beam,16,16,0,1,6.25,1,6.25,1
-2024-04-08-181302_png.jpg,T-beam,16,16,0,0,0.0,0,0.0,0
-2024-04-08-181302_png_jpg,T-beam,48,48,0,2,4.167,1,2.083,0
-2024-04-08-181319.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181319_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181319_png_jpg,T-beam,48,46,2,2,4.167,1,2.083,1
-2024-04-08-181324.png,T-beam,20,20,0,1,5.0,1,5.0,1
-2024-04-08-181324_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181324_png_jpg,T-beam,40,40,0,3,7.5,2,5.0,2
-2024-04-08-181332.png,T-beam,20,20,0,1,5.0,0,0.0,0
-2024-04-08-181332_png_jpg,T-beam,60,60,0,2,3.333,1,1.667,1
-2024-04-08-181337.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181337_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181337_png_jpg,T-beam,60,60,0,0,0.0,0,0.0,0
-2024-04-08-181342.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181342_png.jpg,T-beam,20,20,0,0,0.0,1,5.0,0
-2024-04-08-181342_png_jpg,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181353.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181353_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181353_png_jpg,T-beam,60,60,0,0,0.0,0,0.0,0
-2024-04-08-181358.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181358_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181358_png_jpg,T-beam,20,20,0,2,10.0,2,10.0,2
-2024-04-08-181403.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181403_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181403_png_jpg,T-beam,60,60,0,2,3.333,0,0.0,0
-2024-04-08-181409.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181409_png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181409_png_jpg,T-beam,20,20,0,0,0.0,1,5.0,0
-2024-04-08-181425.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181425_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181425_png_jpg,T-beam,64,64,0,0,0.0,0,0.0,0
-2024-04-08-181430.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181430_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181430_png_jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181435.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181435_png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181435_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181435_png_jpg,T-beam,60,60,0,1,1.667,2,3.333,1
-2024-04-08-181441.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181441_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181441_png_jpg,T-beam,40,40,0,0,0.0,0,0.0,0
-2024-04-08-181446.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181446_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181446_png_jpg,T-beam,52,52,0,1,1.923,0,0.0,0
-2024-04-08-181453.png,T-beam,20,17,3,0,0.0,0,0.0,0
-2024-04-08-181453_png,T-beam,20,17,3,0,0.0,0,0.0,0
-2024-04-08-181453_png_jpg,T-beam,60,49,11,1,1.667,1,1.667,1
-2024-04-08-181514.png,T-beam,20,19,1,0,0.0,0,0.0,0
-2024-04-08-181514_png_jpg,T-beam,44,43,1,0,0.0,1,2.273,0
-2024-04-08-181520.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181520_png,T-beam,20,18,2,0,0.0,0,0.0,0
-2024-04-08-181520_png.jpg,T-beam,20,19,1,0,0.0,0,0.0,0
-2024-04-08-181520_png_jpg,T-beam,60,56,4,0,0.0,0,0.0,0
-2024-04-08-181529.png,T-beam,20,20,0,1,5.0,1,5.0,1
-2024-04-08-181529_png_jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181539.png,T-beam,16,16,0,1,6.25,1,6.25,1
-2024-04-08-181539_png_jpg,T-beam,12,12,0,0,0.0,0,0.0,0
-2024-04-08-181545.png,T-beam,28,28,0,2,7.143,2,7.143,2
-2024-04-08-181545_png_jpg,T-beam,12,12,0,0,0.0,0,0.0,0
-2024-04-08-181549.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181549_png_jpg,T-beam,60,60,0,0,0.0,0,0.0,0
-2024-04-08-181609.png,T-beam,32,30,2,0,0.0,0,0.0,0
-2024-04-08-181609_png_jpg,T-beam,72,68,4,1,1.389,1,1.389,1
-2024-04-08-181616.png,T-beam,28,28,0,0,0.0,0,0.0,0
-2024-04-08-181616_png,T-beam,32,32,0,0,0.0,0,0.0,0
-2024-04-08-181616_png_jpg,T-beam,96,96,0,0,0.0,1,1.042,0
-2024-04-08-181644.png,T-beam,28,26,2,0,0.0,0,0.0,0
-2024-04-08-181644_png.jpg,T-beam,28,27,1,1,3.571,1,3.571,0
-2024-04-08-181644_png_jpg,T-beam,32,32,0,2,6.25,3,9.375,2
-2024-04-08-181703.png,T-beam,24,21,3,0,0.0,0,0.0,0
-2024-04-08-181703_png,T-beam,32,21,11,7,21.875,6,18.75,6
-2024-04-08-181703_png_jpg,T-beam,56,52,4,0,0.0,0,0.0,0
-2024-04-08-181724.png,T-beam,16,16,0,0,0.0,0,0.0,0
-2024-04-08-181724_png_jpg,T-beam,48,48,0,2,4.167,0,0.0,0
-2024-04-08-181729.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181729_png,T-beam,16,16,0,0,0.0,0,0.0,0
-2024-04-08-181729_png_jpg,T-beam,52,52,0,0,0.0,0,0.0,0
-2024-04-08-181739.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181739_png_jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181746.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181746_png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181746_png_jpg,T-beam,36,36,0,0,0.0,5,13.889,0
-2024-04-08-181752.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181752_png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181752_png_jpg,T-beam,56,56,0,0,0.0,0,0.0,0
-2024-04-08-181800.png,T-beam,36,36,0,0,0.0,0,0.0,0
-2024-04-08-181800_png.jpg,T-beam,36,31,5,0,0.0,2,5.556,0
-2024-04-08-181800_png_jpg,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-08-181805.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181805_png.jpg,T-beam,16,14,2,0,0.0,0,0.0,0
-2024-04-08-181819.png,T-beam,40,37,3,0,0.0,0,0.0,0
-2024-04-08-181819_png_jpg,T-beam,104,102,2,0,0.0,1,0.962,0
-2024-04-08-181825.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-08-181825_png_jpg,T-beam,16,16,0,0,0.0,0,0.0,0
-2024-04-09-190603.png,T-beam,24,21,3,3,12.5,0,0.0,0
-2024-04-09-190603_png_jpg,T-beam,60,60,0,1,1.667,1,1.667,1
-2024-04-09-190611_png_jpg,T-beam,48,48,0,2,4.167,1,2.083,1
-2024-04-09-190619.png,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-09-190619_png,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-09-190619_png_jpg,T-beam,48,48,0,1,2.083,1,2.083,1
-2024-04-09-190630.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-09-190630_png_jpg,T-beam,52,52,0,0,0.0,0,0.0,0
-2024-04-09-190637.png,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-09-190648.png,T-beam,32,32,0,0,0.0,0,0.0,0
-2024-04-09-190648_png_jpg,T-beam,32,32,0,0,0.0,0,0.0,0
-2024-04-09-190700.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-09-190700_png_jpg,T-beam,60,60,0,0,0.0,0,0.0,0
-2024-04-09-190707.png,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-09-190707_png_jpg,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-09-190716_png_jpg,T-beam,72,72,0,0,0.0,0,0.0,0
-2024-04-09-190723.png,T-beam,16,16,0,0,0.0,0,0.0,0
-2024-04-09-190723_png_jpg,T-beam,48,48,0,0,0.0,0,0.0,0
-2024-04-09-190738.png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-09-190738_png,T-beam,20,20,0,0,0.0,0,0.0,0
-2024-04-09-190738_png_jpg,T-beam,60,60,0,1,1.667,1,1.667,1
-2024-04-09-190744.png,T-beam,24,24,0,0,0.0,1,4.167,0
-2024-04-09-190744_png_jpg,T-beam,72,72,0,0,0.0,0,0.0,0
-2024-04-09-190750.png,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-09-190750_png_jpg,T-beam,68,68,0,0,0.0,0,0.0,0
-2024-04-09-190757.png,T-beam,24,24,0,1,4.167,1,4.167,1
-2024-04-09-190757_png_jpg,T-beam,48,48,0,1,2.083,0,0.0,0
-2024-04-09-190957.png,T-beam,60,60,0,1,1.667,5,8.333,1
-2024-04-09-190957_png_jpg,T-beam,172,172,0,2,1.163,5,2.907,0
-2024-04-10-131727.png,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-10-131727_png_jpg,T-beam,72,72,0,1,1.389,1,1.389,0
-2024-04-10-131903.png,T-beam,48,48,0,0,0.0,0,0.0,0
-2024-04-10-131903_png.jpg,T-beam,44,44,0,0,0.0,2,4.545,0
-2024-04-10-131903_png_jpg,T-beam,48,48,0,0,0.0,0,0.0,0
-2024-04-10-132132.png,T-beam,28,28,0,0,0.0,1,3.571,0
-2024-04-10-132132_png,T-beam,28,28,0,2,7.143,0,0.0,0
-2024-04-10-132132_png_jpg,T-beam,88,88,0,2,2.273,2,2.273,1
-2024-04-10-132159.png,T-beam,28,28,0,2,7.143,1,3.571,1
-2024-04-10-132159_png_jpg,T-beam,84,83,1,3,3.571,2,2.381,2
-2024-04-10-132218.png,T-beam,20,20,0,1,5.0,1,5.0,0
-2024-04-10-132218_png.jpg,T-beam,20,20,0,2,10.0,0,0.0,0
-2024-04-10-132218_png_jpg,T-beam,40,40,0,1,2.5,0,0.0,0
-2024-04-10-132306.png,T-beam,24,24,0,0,0.0,1,4.167,0
-2024-04-10-132306_png.jpg,T-beam,24,24,0,0,0.0,2,8.333,0
-2024-04-10-132306_png_jpg,T-beam,76,75,1,3,3.947,3,3.947,1
-2024-04-10-133445.png,T-beam,24,23,1,0,0.0,0,0.0,0
-2024-04-10-133445_png,T-beam,24,24,0,0,0.0,2,8.333,0
-2024-04-10-133445_png_jpg,T-beam,64,64,0,2,3.125,4,6.25,1
-2024-04-10-133606.png,T-beam,12,12,0,0,0.0,0,0.0,0
-2024-04-10-133606_png.jpg,T-beam,12,12,0,0,0.0,0,0.0,0
-2024-04-10-133606_png_jpg,T-beam,28,27,1,1,3.571,1,3.571,1
-2024-04-10-133618.png,T-beam,16,16,0,0,0.0,0,0.0,0
-2024-04-10-133618_png.jpg,T-beam,16,16,0,0,0.0,0,0.0,0
-2024-04-10-133618_png_jpg,T-beam,48,48,0,0,0.0,0,0.0,0
-2024-04-10-133630.png,T-beam,24,24,0,0,0.0,0,0.0,0
-2024-04-10-133630_png_jpg,T-beam,72,72,0,0,0.0,0,0.0,0
-_20230705013609.png,T-beam,12,12,0,0,0.0,0,0.0,0
-_20230705013609_png.jpg,T-beam,12,12,0,0,0.0,0,0.0,0
-_20230705013609_png_jpg,T-beam,24,24,0,0,0.0,0,0.0,0
-_20230708190548.png,T-beam,12,12,0,0,0.0,0,0.0,0
-_20230708190548_png.jpg,T-beam,12,12,0,0,0.0,0,0.0,0
-_20230708190548_png_jpg,T-beam,36,31,5,3,8.333,3,8.333,3
-_20230708190552.png,T-beam,8,8,0,0,0.0,0,0.0,0
-_20230708190552_png.jpg,T-beam,8,8,0,0,0.0,0,0.0,0
-_20230708190552_png_jpg,T-beam,24,24,0,2,8.333,2,8.333,2
-_20230708190558.png,T-beam,80,78,2,0,0.0,0,0.0,0
-_20230708190558_png.jpg,T-beam,76,76,0,0,0.0,5,6.579,0
-_20230708190558_png_jpg,T-beam,312,303,9,8,2.564,4,1.282,4
-_20230708190603.png,T-beam,84,84,0,0,0.0,0,0.0,0
-_20230708190603_png.jpg,T-beam,76,76,0,0,0.0,0,0.0,0
-_20230708190603_png_jpg,T-beam,80,80,0,0,0.0,0,0.0,0
-_20230708190618.png,T-beam,16,16,0,0,0.0,0,0.0,0
-_20230708190618_png.jpg,T-beam,16,16,0,0,0.0,0,0.0,0
-_20230708190618_png_jpg,T-beam,64,64,0,0,0.0,0,0.0,0
-_20230708190625.png,T-beam,52,51,1,0,0.0,0,0.0,0
-_20230708190625_png.jpg,T-beam,4,4,0,0,0.0,0,0.0,0
-_20230708190625_png_jpg,T-beam,124,122,2,0,0.0,2,1.613,0
-_20230820171912.png,T-beam,92,91,1,0,0.0,0,0.0,0
-_20230820171912_png_jpg,T-beam,260,258,2,0,0.0,1,0.385,0
-_20230924182411_png.jpg,HI-Beam,36,36,0,0,0.0,0,0.0,0
-_20230924182422_png.jpg,HI-Beam,108,102,6,0,0.0,2,1.852,0
-_20230924182425_png.jpg,HI-Beam,36,35,1,0,0.0,1,2.778,0
-_20230924182429_png.jpg,HI-Beam,18,18,0,0,0.0,0,0.0,0
-_20230924182432.png,HI-Beam,30,30,0,0,0.0,1,3.333,0
-_20230924182432_png.jpg,HI-Beam,30,30,0,0,0.0,0,0.0,0
-_20230924182448_png.jpg,HI-Beam,24,23,1,0,0.0,1,4.167,0
-_20230924182451_png.jpg,HI-Beam,24,23,1,0,0.0,0,0.0,0
-_20230924182454_png.jpg,HI-Beam,24,22,2,0,0.0,0,0.0,0
-_20230924182457_png.jpg,HI-Beam,24,19,5,0,0.0,0,0.0,0
-_20230924182500_png.jpg,HI-Beam,54,54,0,0,0.0,5,9.259,0
-_20230924182503.png,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182503_png,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182503_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182503_png_jpg,T-beam,60,60,0,0,0.0,1,1.667,0
-_20230924182506.png,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182506_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182506_png_jpg,T-beam,80,80,0,1,1.25,3,3.75,1
-_20230924182509.png,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182509_png,T-beam,20,20,0,1,5.0,1,5.0,1
-_20230924182509_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182509_png_jpg,T-beam,40,40,0,0,0.0,0,0.0,0
-_20230924182512.png,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182512_png,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182512_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182512_png_jpg,T-beam,60,60,0,1,1.667,0,0.0,0
-_20230924182515.png,T-beam,40,40,0,0,0.0,0,0.0,0
-_20230924182515_png.jpg,T-beam,40,40,0,0,0.0,1,2.5,0
-_20230924182515_png_jpg,T-beam,160,160,0,1,0.625,0,0.0,0
-_20230924182518.png,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182518_png.jpg,T-beam,20,20,0,0,0.0,0,0.0,0
-_20230924182518_png_jpg,T-beam,60,60,0,0,0.0,1,1.667,0
-_20240404161141.png,T-beam,28,28,0,1,3.571,1,3.571,1
-_20240404161141_png,T-beam,28,28,0,0,0.0,1,3.571,0
-_20240404161141_png_jpg,T-beam,84,84,0,0,0.0,3,3.571,0
-_20240404161215.png,T-beam,8,8,0,0,0.0,0,0.0,0
-_20240404161215_png,T-beam,8,8,0,0,0.0,0,0.0,0
-_20240404161215_png.jpg,T-beam,8,8,0,0,0.0,1,12.5,0
-_20240404161215_png_jpg,T-beam,28,28,0,0,0.0,0,0.0,0
-_20240404161218.png,T-beam,28,28,0,0,0.0,0,0.0,0
-_20240404161218_png,T-beam,28,28,0,0,0.0,0,0.0,0
-_20240404161218_png.jpg,T-beam,28,28,0,0,0.0,0,0.0,0
-_20240404161218_png_jpg,T-beam,84,84,0,0,0.0,3,3.571,0
000009.jpg,HI-Beam,6,6,0,0,0.0,0,0.0,0
000021.jpg,HI-Beam,6,6,0,0,0.0,0,0.0,0
000036.png,HI-Beam,6,6,0,0,0.0,0,0.0,0
000038.jpg,HI-Beam,24,24,0,0,0.0,0,0.0,0
000044.png,HI-Beam,6,6,0,0,0.0,0,0.0,0
000045.jpg,HI-Beam,6,6,0,0,0.0,0,0.0,0
000053.jpg,HI-Beam,12,11,1,0,0.0,0,0.0,0
01f13791-5551-41b7-8fa6-ee5152710173.jpg,HI-Beam,288,241,47,0,0.0,1,0.347,0
04584b4c-44e5-41bd-ba2d-7cd0e878ba79.jpg,HI-Beam,354,352,2,0,0.0,1,0.282,0
05180fd3-a4e9-4606-b669-980f5c1790a4.jpg,HI-Beam,1890,1849,41,0,0.0,32,1.693,0
05dfrr2l_png.jpg,HI-Beam,138,125,13,0,0.0,1,0.725,0
0804d9c3-5e85-4605-a005-23740bee0700_jpg,HI-Beam,102,101,1,0,0.0,1,0.98,0
0ee70760-ea1e-4f2d-8dab-180ca80b975d.jpg,Channel,1488,1449,39,0,0.0,2,0.134,0
0ef4dfb4-134b-42d1-941f-1e77e170374f.jpg,Channel,400,400,0,0,0.0,0,0.0,0
0f4060d50c39f101b100626f93d1f04.png,T-beam,40,40,0,0,0.0,0,0.0,0
0f4060d50c39f101b100626f93d1f04_png.jpg,T-beam,40,40,0,0,0.0,0,0.0,0
0f4060d50c39f101b100626f93d1f04_png_jpg,T-beam,120,120,0,1,0.833,2,1.667,1
0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg,HI-Beam,312,311,1,0,0.0,21,6.731,0
103f559751e75f575b7101078f8b0fa.png,T-beam,76,76,0,0,0.0,1,1.316,0
103f559751e75f575b7101078f8b0fa_png.jpg,T-beam,76,76,0,0,0.0,0,0.0,0
103f559751e75f575b7101078f8b0fa_png_jpg,T-beam,300,300,0,0,0.0,3,1.0,0
1107afa4-cb0c-43c4-a59c-5a82df35f3ca.jpg,HI-Beam,216,216,0,0,0.0,5,2.315,0
118217de-aefa-4733-bd3b-a3e7eeaa1144.jpg,HI-Beam,924,924,0,0,0.0,39,4.221,0
139164d9-2ca0-4ab8-b0c4-593cea19ab1b.jpg,HI-Beam,1284,1257,27,0,0.0,66,5.14,0
13ee5b15fa3a156bb16bb7383011af0.png,HI-Beam,18,18,0,0,0.0,0,0.0,0
13ee5b15fa3a156bb16bb7383011af0_png.jpg,HI-Beam,18,18,0,0,0.0,1,5.556,0
1597886626403_png.jpg,HI-Beam,48,48,0,0,0.0,0,0.0,0
1670333703-5cdf9b336c4b445e5e7cfce6.jpg,Angle Bar,45,45,0,1,2.222,7,15.556,0
1670333703-5cdf9b336c4b445e5e7cfce6_jpg,Angle Bar,57,53,4,7,12.281,7,12.281,7
16c3ab3b-13.jpg,Angle Bar,486,463,23,24,4.938,35,7.202,19
16c3ab3b-13_jpg,Angle Bar,267,267,0,10,3.745,17,6.367,9
18cf4515-b854-44c9-9f58-1e94104e3d57.jpg,Sheet Pile,224,224,0,0,0.0,0,0.0,0
194277bf-3501-4f42-857d-3edfb330c2c2.jpg,HI-Beam,324,311,13,0,0.0,5,1.543,0
19574211-ae62-485d-aa2e-390a7a0d8d07.jpg,HI-Beam,516,516,0,0,0.0,5,0.969,0
1a6d38b9-fb29-449b-8476-3a01c93774a7.jpg,HI-Beam,252,252,0,0,0.0,2,0.794,0
1a7a4d1b-14e9-4bea-8fe3-bf2a0960401e.jpg,HI-Beam,1428,1389,39,0,0.0,46,3.221,0
1dce8876-f9ee-4d23-9c1c-f850859b329f_jpg,HI-Beam,108,108,0,0,0.0,0,0.0,0
22066d1d-aea7-451c-a76b-fa428ce913c8.jpg,HI-Beam,360,357,3,0,0.0,4,1.111,0
24ensjn6_png.jpg,HI-Beam,24,23,1,0,0.0,0,0.0,0
29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg,Channel,712,712,0,0,0.0,7,0.983,0
29f1f335-5da4-4a9b-b638-88294f28e2f8.jpg,HI-Beam,276,276,0,0,0.0,11,3.986,0
2b13b33baf8efae5a7c98d265a29d9b.png,T-beam,40,40,0,0,0.0,0,0.0,0
2b13b33baf8efae5a7c98d265a29d9b_png_jpg,T-beam,160,160,0,0,0.0,2,1.25,0
2b52f034-07c4-46de-8166-a0f0f5edbd7d.jpg,HI-Beam,180,178,2,0,0.0,1,0.556,0
