split,image_id,file_name,annotation_id,class_id,class_name,keypoint,keypoint_name,issue,x,y,visibility,image_width,image_height,bbox,source_group
train,18,000018.jpg,8106,3,Angle Bar,2,new-point-1,out_of_bbox,572.983,24.149,2,640,640,"[573.19, 5.37, 66.81, 233.66]",417_original_png_jpg
train,23,000023.jpg,10718,1,T-beam,3,new-point-2,out_of_image,640,608.333,2,640,640,"[384.17, 41.67, 255.83, 578.33]",-2024-04-08-181332_png_jpg
train,26,000026.jpg,523,0,Channel,4,new-point-3,out_of_bbox,449.503,219.075,2,540,960,"[414.66, 220.21, 33.97, 10]",29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg
train,26,000026.jpg,527,0,Channel,2,new-point-1,out_of_bbox,412.898,248.664,2,540,960,"[412.9, 235.15, 33.97, 11.76]",29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg
train,26,000026.jpg,529,0,Channel,4,new-point-3,out_of_bbox,405.285,253.645,2,540,960,"[372.93, 255.35, 32.94, 9.72]",29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg
train,26,000026.jpg,535,0,Channel,4,new-point-3,out_of_bbox,435.74,267.414,2,540,960,"[403.23, 268.97, 33.09, 11.33]",29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg
train,26,000026.jpg,582,0,Channel,3,new-point-2,out_of_bbox,106.151,353.155,2,540,960,"[105.61, 304.78, 11.4, 47.51]",29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg
train,26,000026.jpg,582,0,Channel,4,new-point-3,out_of_bbox,117.222,353.372,2,540,960,"[105.61, 304.78, 11.4, 47.51]",29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg
train,26,000026.jpg,620,0,Channel,3,new-point-2,out_of_bbox,390.089,419.336,2,540,960,"[392.04, 369.68, 11.51, 50.3]",29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg
train,27,000027.jpg,9067,1,T-beam,3,new-point-2,out_of_bbox,222.778,143.229,2,299,340,"[112.78, 11.69, 109.63, 135.72]",-2024-04-08-181153_png.jpg
train,27,000027.jpg,9069,1,T-beam,3,new-point-2,out_of_bbox,283.889,10.209,2,299,340,"[175, 7.96, 108.52, 136.38]",-2024-04-08-181153_png.jpg
train,27,000027.jpg,9071,1,T-beam,3,new-point-2,out_of_bbox,146.111,183.247,2,299,340,"[35, 180.19, 110.74, 136.45]",-2024-04-08-181153_png.jpg
train,28,000028.jpg,7996,1,T-beam,3,new-point-2,out_of_bbox,322.5,411.667,2,640,640,"[280, 411.67, 51.67, 52.5]",-_20240404161141_png
train,30,000030.jpg,918,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-20.511,358.481,1,416,416,"[0, 284.02, 70.45, 131.98]",16c3ab3b-13.jpg
train,30,000030.jpg,918,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,59.303,420.459,2,416,416,"[0, 284.02, 70.45, 131.98]",16c3ab3b-13.jpg
train,30,000030.jpg,919,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,102.554,416.446,2,416,416,"[18.73, 281.34, 98.1, 134.66]",16c3ab3b-13.jpg
train,30,000030.jpg,921,3,Angle Bar,2,new-point-1,out_of_bbox,164.533,263.074,1,416,416,"[79.81, 263.06, 78.03, 128.42]",16c3ab3b-13.jpg
train,30,000030.jpg,921,3,Angle Bar,3,new-point-3,out_of_bbox,163.641,389.706,1,416,416,"[79.81, 263.06, 78.03, 128.42]",16c3ab3b-13.jpg
train,30,000030.jpg,922,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,173.45,420.013,1,416,416,"[82.49, 347.33, 74.91, 68.67]",16c3ab3b-13.jpg
train,30,000030.jpg,922,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,93.636,479.775,1,416,416,"[82.49, 347.33, 74.91, 68.67]",16c3ab3b-13.jpg
train,30,000030.jpg,923,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,128.416,420.013,1,416,416,"[48.6, 350.9, 84.72, 65.1]",16c3ab3b-13.jpg
train,30,000030.jpg,923,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,48.602,479.775,1,416,416,"[48.6, 350.9, 84.72, 65.1]",16c3ab3b-13.jpg
train,30,000030.jpg,924,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,88.286,420.013,1,416,416,"[8.47, 350.9, 84.72, 65.1]",16c3ab3b-13.jpg
train,30,000030.jpg,924,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,8.472,479.775,1,416,416,"[8.47, 350.9, 84.72, 65.1]",16c3ab3b-13.jpg
train,30,000030.jpg,925,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,57.074,420.013,1,416,416,"[0, 358.48, 61.98, 57.52]",16c3ab3b-13.jpg
train,30,000030.jpg,925,3,Angle Bar,2,new-point-1,out_of_image_and_out_of_bbox,-14.268,363.844,1,416,416,"[0, 358.48, 61.98, 57.52]",16c3ab3b-13.jpg
train,30,000030.jpg,925,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,-22.74,479.775,1,416,416,"[0, 358.48, 61.98, 57.52]",16c3ab3b-13.jpg
train,30,000030.jpg,928,3,Angle Bar,2,new-point-1,out_of_bbox,173.889,111.667,1,416,416,"[112.59, 109.73, 45.25, 98.42]",16c3ab3b-13.jpg
train,30,000030.jpg,928,3,Angle Bar,3,new-point-3,out_of_bbox,172.778,206.667,1,416,416,"[112.59, 109.73, 45.25, 98.42]",16c3ab3b-13.jpg
train,30,000030.jpg,932,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,420.378,173.333,2,416,416,"[339.64, 51.95, 76.36, 130.64]",16c3ab3b-13.jpg
train,30,000030.jpg,933,3,Angle Bar,2,new-point-1,out_of_bbox,404.267,55.556,2,416,416,"[353.53, 46.39, 39.14, 130.64]",16c3ab3b-13.jpg
train,30,000030.jpg,933,3,Angle Bar,3,new-point-3,out_of_image_and_out_of_bbox,430.556,174.444,2,416,416,"[353.53, 46.39, 39.14, 130.64]",16c3ab3b-13.jpg
train,30,000030.jpg,934,3,Angle Bar,1,new-point-0,out_of_bbox,155,345.556,2,416,416,"[157.83, 291.96, 51.98, 103.55]",16c3ab3b-13.jpg
train,30,000030.jpg,935,3,Angle Bar,1,new-point-0,out_of_bbox,180,345.556,2,416,416,"[182.83, 291.96, 51.98, 103.55]",16c3ab3b-13.jpg
train,30,000030.jpg,936,3,Angle Bar,1,new-point-0,out_of_bbox,196.111,348.333,2,416,416,"[198.94, 294.74, 51.98, 103.55]",16c3ab3b-13.jpg
train,30,000030.jpg,937,3,Angle Bar,1,new-point-0,out_of_bbox,219.444,350.556,2,416,416,"[222.27, 296.96, 51.98, 103.55]",16c3ab3b-13.jpg
train,32,000032.jpg,2869,2,HI-Beam,6,new-point-5,out_of_bbox,544.048,337.903,1,574,1020,"[512.22, 304.64, 31.71, 34.61]",5572f326-9f86-4e0f-a21d-e961d61bef86.jpg
train,32,000032.jpg,2870,2,HI-Beam,6,new-point-5,out_of_bbox,510.679,395.755,2,574,1020,"[511.07, 363.67, 31.25, 36.14]",5572f326-9f86-4e0f-a21d-e961d61bef86.jpg
train,32,000032.jpg,2893,2,HI-Beam,5,new-point-4,out_of_bbox,364.667,457.676,2,574,1020,"[364.67, 426.39, 33.91, 35.14]",5572f326-9f86-4e0f-a21d-e961d61bef86.jpg
train,34,000034.jpg,7787,1,T-beam,2,new-point-1,out_of_bbox,209.167,533.333,2,640,640,"[209.17, 490, 65.83, 50.83]",-_20240404161141_png_jpg
train,40,000040.jpg,11470,1,T-beam,2,new-point-1,out_of_image,60.833,640,2,640,640,"[31, 488, 263, 152]",irii8idx_png_jpg
train,45,000045.jpg,7844,1,T-beam,3,new-point-2,out_of_image_and_out_of_bbox,858.507,688.88,2,856,787,"[767.62, 634.35, 82.11, 61.43]",-_20240404161141.png
train,46,000046.jpg,5864,1,T-beam,2,new-point-1,out_of_bbox,334.167,518.333,2,640,640,"[335.83, 55.83, 227.5, 487.5]",-2024-04-08-181746_png_jpg
train,46,000046.jpg,5865,1,T-beam,1,new-point-0,out_of_bbox,317.5,510,2,640,640,"[181.67, 49.34, 228.33, 434]",-2024-04-08-181746_png_jpg
train,46,000046.jpg,5865,1,T-beam,2,new-point-1,out_of_bbox,422.5,507.5,2,640,640,"[181.67, 49.34, 228.33, 434]",-2024-04-08-181746_png_jpg
train,46,000046.jpg,5865,1,T-beam,3,new-point-2,out_of_bbox,195.833,538.333,2,640,640,"[181.67, 49.34, 228.33, 434]",-2024-04-08-181746_png_jpg
train,48,000048.jpg,6126,2,HI-Beam,3,new-point-2,out_of_bbox,241.301,384.36,2,607,1080,"[241.33, 380.77, 44.94, 90.4]",22066d1d-aea7-451c-a76b-fa428ce913c8.jpg
train,48,000048.jpg,6132,2,HI-Beam,6,new-point-5,out_of_bbox,143.82,484.207,2,607,1080,"[86.1, 390.31, 57.42, 99.55]",22066d1d-aea7-451c-a76b-fa428ce913c8.jpg
train,48,000048.jpg,6133,2,HI-Beam,6,new-point-5,out_of_bbox,121.821,482.965,2,607,1080,"[64.1, 389.07, 57.42, 99.55]",22066d1d-aea7-451c-a76b-fa428ce913c8.jpg
train,48,000048.jpg,6134,2,HI-Beam,6,new-point-5,out_of_bbox,100.132,490.252,2,607,1080,"[42.41, 396.36, 57.42, 99.55]",22066d1d-aea7-451c-a76b-fa428ce913c8.jpg
train,50,000050.jpg,10736,1,T-beam,4,new-point-3,out_of_image,283.333,640,2,640,640,"[275, 310, 131, 330]",-_20230708190558_png_jpg
train,50,000050.jpg,10738,1,T-beam,4,new-point-3,out_of_image,343.333,640,2,640,640,"[334.17, 314.17, 131.67, 325.83]",-_20230708190558_png_jpg
train,50,000050.jpg,10741,1,T-beam,1,new-point-0,out_of_image_and_out_of_bbox,124.167,-12.5,1,640,640,"[40.83, 0, 131.67, 255]",-_20230708190558_png_jpg
train,50,000050.jpg,10741,1,T-beam,2,new-point-1,out_of_image_and_out_of_bbox,87.5,-26.667,1,640,640,"[40.83, 0, 131.67, 255]",-_20230708190558_png_jpg
train,50,000050.jpg,10742,1,T-beam,1,new-point-0,out_of_image_and_out_of_bbox,175,-5.833,1,640,640,"[88, 0, 135, 288]",-_20230708190558_png_jpg
train,50,000050.jpg,10742,1,T-beam,2,new-point-1,out_of_image_and_out_of_bbox,138.333,-20,1,640,640,"[88, 0, 135, 288]",-_20230708190558_png_jpg
train,50,000050.jpg,10750,1,T-beam,3,new-point-2,out_of_image,640,100,2,640,640,"[537.5, 55, 102.5, 300]",-_20230708190558_png_jpg
train,51,000051.jpg,10681,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-19.599,358.252,1,416,416,"[0, 283.35, 66.5, 132.65]",16c3ab3b-13.jpg
train,51,000051.jpg,10681,3,Angle Bar,3,new-point-3,out_of_image,54.948,416,2,416,416,"[0, 283.35, 66.5, 132.65]",16c3ab3b-13.jpg
train,51,000051.jpg,10687,3,Angle Bar,2,new-point-1,out_of_image,416,52.498,2,416,416,"[358.39, 48.65, 57.61, 126.35]",16c3ab3b-13.jpg
train,51,000051.jpg,10687,3,Angle Bar,3,new-point-3,out_of_image,416,164.844,2,416,416,"[358.39, 48.65, 57.61, 126.35]",16c3ab3b-13.jpg
train,55,000055.jpg,7400,2,HI-Beam,5,new-point-4,out_of_bbox,191.389,347.526,2,504,1080,"[162.35, 284.26, 28.91, 65.58]",19574211-ae62-485d-aa2e-390a7a0d8d07.jpg
train,55,000055.jpg,7401,2,HI-Beam,5,new-point-4,out_of_bbox,221.607,348.934,2,504,1080,"[189.58, 285.04, 31.96, 65.58]",19574211-ae62-485d-aa2e-390a7a0d8d07.jpg
train,55,000055.jpg,7417,2,HI-Beam,5,new-point-4,out_of_bbox,105.956,434.525,2,504,1080,"[74.56, 374.68, 31.01, 61.14]",19574211-ae62-485d-aa2e-390a7a0d8d07.jpg
train,55,000055.jpg,7418,2,HI-Beam,5,new-point-4,out_of_bbox,119.815,431.26,2,504,1080,"[88.42, 371.42, 31.01, 61.14]",19574211-ae62-485d-aa2e-390a7a0d8d07.jpg
train,55,000055.jpg,7419,2,HI-Beam,5,new-point-4,out_of_bbox,133.921,433.569,2,504,1080,"[102.52, 373.73, 31.01, 61.14]",19574211-ae62-485d-aa2e-390a7a0d8d07.jpg
train,64,000064.jpg,4232,1,T-beam,4,new-point-3,out_of_image_and_out_of_bbox,189.778,-17.556,2,308,165,"[131.56, 0, 125.33, 73.33]",-2024-04-08-181545.png
train,64,000064.jpg,4233,1,T-beam,4,new-point-3,out_of_image_and_out_of_bbox,110.889,-42.222,2,308,165,"[52.67, 0, 125.33, 48.67]",-2024-04-08-181545.png
train,65,000065.jpg,2719,2,HI-Beam,2,new-point-1,out_of_bbox,398.682,811.882,2,963,1280,"[311.64, 806.74, 86.57, 90.3]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2723,2,HI-Beam,5,new-point-4,out_of_bbox,621.828,898.004,2,963,1280,"[532.38, 806.74, 88.97, 94.63]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2724,2,HI-Beam,6,new-point-5,out_of_bbox,636.256,898.973,2,963,1280,"[636.26, 808.91, 88.97, 97.28]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2731,2,HI-Beam,2,new-point-1,out_of_bbox,566.763,602.922,2,963,1280,"[497.75, 598.98, 68.53, 170.41]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2732,2,HI-Beam,2,new-point-1,out_of_bbox,599.946,610.139,2,963,1280,"[534.54, 606.2, 65.4, 171.37]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2734,2,HI-Beam,5,new-point-4,out_of_bbox,666.313,778.533,2,963,1280,"[602.35, 609.08, 63.96, 173.78]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2737,2,HI-Beam,6,new-point-5,out_of_bbox,357.563,773.243,2,963,1280,"[358.53, 598.26, 70.21, 178.35]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2738,2,HI-Beam,2,new-point-1,out_of_bbox,363.815,596.188,2,963,1280,"[266.19, 590.33, 97.15, 178.59]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2740,2,HI-Beam,6,new-point-5,out_of_bbox,128.405,760.984,2,963,1280,"[129.13, 588.16, 102.68, 179.56]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2741,2,HI-Beam,2,new-point-1,out_of_bbox,180.345,599.325,2,963,1280,"[79.35, 595.38, 100.99, 177.63]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2745,2,HI-Beam,2,new-point-1,out_of_bbox,285.666,433.817,2,963,1280,"[220.74, 430.9, 64.92, 142.44]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2748,2,HI-Beam,5,new-point-4,out_of_bbox,421.134,562.86,2,963,1280,"[367.67, 439.91, 53.17, 126.56]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2750,2,HI-Beam,2,new-point-1,out_of_bbox,510.196,446.263,2,963,1280,"[451.02, 441.71, 59.17, 140.38]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2750,2,HI-Beam,6,new-point-5,out_of_bbox,450.421,577.286,2,963,1280,"[451.02, 441.71, 59.17, 140.38]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2751,2,HI-Beam,6,new-point-5,out_of_bbox,482.261,574.882,2,963,1280,"[482.56, 439.01, 55.87, 139.48]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2752,2,HI-Beam,5,new-point-4,out_of_bbox,568.17,583.296,2,963,1280,"[510.5, 446.22, 57.07, 139.79]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2752,2,HI-Beam,6,new-point-5,out_of_bbox,510.497,580.592,2,963,1280,"[510.5, 446.22, 57.07, 139.79]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2755,2,HI-Beam,3,new-point-2,out_of_bbox,630.349,448.665,2,963,1280,"[630.35, 445.31, 58.27, 143.69]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2760,2,HI-Beam,6,new-point-5,out_of_bbox,449.219,407.384,2,963,1280,"[449.22, 330.42, 82.3, 79.67]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2761,2,HI-Beam,5,new-point-4,out_of_bbox,573.877,414.596,2,963,1280,"[492.47, 336.73, 81.4, 81.18]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,65,000065.jpg,2764,2,HI-Beam,2,new-point-1,out_of_bbox,342.284,323.262,2,963,1280,"[253.67, 315.1, 88.61, 87.5]",0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg
train,67,000067.jpg,1516,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-14.167,301.667,2,640,640,"[0, 123.33, 165.83, 321.67]",1670333703-5cdf9b336c4b445e5e7cfce6_jpg
train,67,000067.jpg,1517,3,Angle Bar,1,new-point-0,out_of_image_and_out_of_bbox,-47.5,287.5,2,640,640,"[0, 109.17, 132.5, 321.67]",1670333703-5cdf9b336c4b445e5e7cfce6_jpg
