image_id,file_name,width,height,final_split,source_group,annotation_count,negative,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile
100,000100.jpg,216,144,train,-2024-04-08-181203_png.jpg,5,False,0,5,0,0,0
101,000101.jpg,1000,669,train,000053.jpg,2,False,0,0,2,0,0
102,000102.jpg,960,1280,train,YARD-J-DEPAN-WH-K.jpg,0,True,0,0,0,0,0
103,000103.jpg,190,117,train,-2024-04-10-133630.png,6,False,0,6,0,0,0
104,000104.jpg,921,550,test,7f2f593r_png.jpg,7,False,0,0,7,0,0
105,000105.jpg,640,640,train,55f2e3dcaca58008c38d3de88bfed5a_png_jpg,20,False,0,20,0,0,0
106,000106.jpg,416,416,train,16c3ab3b-13.jpg,40,False,0,0,0,40,0
107,000107.jpg,286,314,train,-2024-04-08-181147_png.jpg,10,False,0,10,0,0,0
108,000108.jpg,1080,810,train,8aa04eb3-626c-4a67-b793-80ddd774a7c8.jpg,170,False,170,0,0,0,0
109,000109.jpg,640,640,train,-2024-04-08-181800_png_jpg,6,False,0,6,0,0,0
110,000110.jpg,271,186,train,images.jpg,6,False,0,6,0,0,0
111,000111.jpg,640,640,train,-2024-04-08-181616_png_jpg,8,False,0,8,0,0,0
112,000112.jpg,138,137,train,xc066iwm.png,8,False,0,8,0,0,0
113,000113.jpg,486,1080,train,04584b4c-44e5-41bd-ba2d-7cd0e878ba79.jpg,59,False,0,0,59,0,0
114,000114.jpg,608,1080,test,194277bf-3501-4f42-857d-3edfb330c2c2.jpg,54,False,0,0,54,0,0
115,000115.jpg,332,279,train,-2024-04-08-175454.png,3,False,0,0,3,0,0
116,000116.jpg,640,640,train,-2024-04-08-181107_png_jpg,6,False,0,6,0,0,0
117,000117.jpg,327,228,test,-2024-04-08-175838.png,6,False,0,0,6,0,0
118,000118.jpg,550,550,test,Welded-Steel-Section-with-T-Shape.jpg,13,False,0,13,0,0,0
119,000119.jpg,1280,720,train,WH-L.jpg,0,True,0,0,0,0,0
120,000120.jpg,640,640,train,-_20230708190552_png_jpg,2,False,0,2,0,0,0
121,000121.jpg,640,640,train,-_20230708190548_png_jpg,3,False,0,3,0,0,0
122,000122.jpg,686,521,valid,-2024-04-08-181644.png,7,False,0,7,0,0,0
123,000123.jpg,640,640,train,-2024-04-09-190744_png_jpg,6,False,0,6,0,0,0
124,000124.jpg,640,640,train,-2024-04-08-181332_png_jpg,5,False,0,5,0,0,0
125,000125.jpg,500,500,train,steelbeam100.jpg,60,False,0,0,60,0,0
126,000126.jpg,640,640,train,-2024-04-09-190716_png_jpg,6,False,0,6,0,0,0
127,000127.jpg,640,640,train,417_original_png_jpg,10,False,0,0,0,10,0
128,000128.jpg,1280,960,valid,WH-K-2.jpg,0,True,0,0,0,0,0
129,000129.jpg,800,800,train,bd9682d2-3730-412c-a7c2-d41bafdd9416.png,5,False,0,5,0,0,0
130,000130.jpg,640,640,train,1670333703-5cdf9b336c4b445e5e7cfce6_jpg,9,False,0,0,0,9,0
131,000131.jpg,640,640,valid,-2024-04-08-181545_png_jpg,3,False,0,3,0,0,0
132,000132.jpg,640,640,train,-2024-04-08-181235_png_jpg,5,False,0,5,0,0,0
133,000133.jpg,960,1280,train,YARD-J-DEPAN-WH-L.jpg,0,True,0,0,0,0,0
134,000134.jpg,416,416,train,1670333703-5cdf9b336c4b445e5e7cfce6.jpg,8,False,0,0,0,8,0
135,000135.jpg,640,640,train,-2024-04-08-181819_png_jpg,10,False,0,10,0,0,0
136,000136.jpg,640,640,train,-2024-04-08-181549_png_jpg,5,False,0,5,0,0,0
137,000137.jpg,1020,574,test,0ef4dfb4-134b-42d1-941f-1e77e170374f.jpg,100,False,100,0,0,0,0
138,000138.jpg,640,640,train,-2024-04-09-190603_png_jpg,5,False,0,5,0,0,0
139,000139.jpg,500,500,test,img_129.jpg,6,False,0,0,6,0,0
140,000140.jpg,640,640,test,-2024-04-10-132218_png_jpg,5,False,0,5,0,0,0
141,000141.jpg,325,267,train,-_20230924182422_png.jpg,18,False,0,0,18,0,0
142,000142.jpg,640,640,train,d01bdd40-12_jpg,30,False,0,0,0,30,0
143,000143.jpg,391,447,train,-2024-04-08-180955.png,10,False,0,10,0,0,0
144,000144.jpg,1080,810,train,14be09c1-6fdb-41d8-83a6-18f6a75e0234.jpg,0,True,0,0,0,0,0
145,000145.jpg,640,640,train,-2024-04-08-181009_png_jpg,5,False,0,5,0,0,0
146,000146.jpg,640,640,test,-2024-04-09-190723_png_jpg,4,False,0,4,0,0,0
147,000147.jpg,416,416,train,og.jpg,44,False,0,0,0,44,0
148,000148.jpg,566,466,train,923a108f41cc108b080c4fe180deb58_png.jpg,10,False,0,10,0,0,0
149,000149.jpg,286,242,train,-2024-04-08-181514.png,5,False,0,5,0,0,0
150,000150.jpg,640,640,test,16c3ab3b-13_jpg,24,False,0,0,0,24,0
151,000151.jpg,800,520,train,000036.png,1,False,0,0,1,0,0
152,000152.jpg,283,177,train,-_20230924182425_png.jpg,6,False,0,0,6,0,0
153,000153.jpg,640,640,train,-2024-04-10-133630_png_jpg,6,False,0,6,0,0,0
154,000154.jpg,608,1080,train,8ea64c42-3a4c-4a22-a4c8-297905eb331a.jpg,42,False,0,0,42,0,0
155,000155.jpg,640,640,train,417_original_png_jpg,10,False,0,0,0,10,0
156,000156.jpg,640,640,train,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,10,False,0,10,0,0,0
157,000157.jpg,356,179,train,-2024-04-09-190744.png,6,False,0,6,0,0,0
158,000158.jpg,640,640,valid,-_20230708190618_png_jpg,4,False,0,4,0,0,0
159,000159.jpg,640,640,test,-2024-04-08-180928_png_jpg,10,False,0,10,0,0,0
160,000160.jpg,416,416,train,d01bdd40-12.jpg,21,False,0,0,0,21,0
161,000161.jpg,640,640,train,-2024-04-08-181337_png_jpg,5,False,0,5,0,0,0
162,000162.jpg,686,521,train,-2024-04-08-181644_png.jpg,7,False,0,7,0,0,0
163,000163.jpg,897,579,test,-_20230708190548_png.jpg,3,False,0,3,0,0,0
164,000164.jpg,640,640,train,0f4060d50c39f101b100626f93d1f04_png_jpg,10,False,0,10,0,0,0
165,000165.jpg,360,253,train,-2024-04-08-181446.png,5,False,0,5,0,0,0
166,000166.jpg,667,500,train,steelbeam46.jpg,8,False,0,0,8,0,0
167,000167.jpg,416,416,train,d01bdd40-12.jpg,24,False,0,0,0,24,0
168,000168.jpg,640,640,valid,fe395024-27_jpg,39,False,0,0,0,39,0
169,000169.jpg,720,500,train,63425d5759c4599a8fe3dca4673630a_png.jpg,20,False,0,20,0,0,0
170,000170.jpg,640,640,train,-2024-04-08-181001_png_jpg,10,False,0,10,0,0,0
171,000171.jpg,140,140,train,I-beam-price4.jpg,1,False,0,0,1,0,0
172,000172.jpg,471,329,train,-2024-04-10-132306.png,6,False,0,6,0,0,0
173,000173.jpg,640,640,train,-2024-04-10-133618_png_jpg,4,False,0,4,0,0,0
174,000174.jpg,640,640,train,-2024-04-08-181609_png_jpg,10,False,0,10,0,0,0
175,000175.jpg,800,800,train,7p96blxd_png.jpg,5,False,0,0,5,0,0
176,000176.jpg,1080,486,train,0ee70760-ea1e-4f2d-8dab-180ca80b975d.jpg,372,False,372,0,0,0,0
177,000177.jpg,640,640,train,-_20240404161218_png_jpg,7,False,0,7,0,0,0
178,000178.jpg,640,640,train,-2024-04-08-181644_png_jpg,8,False,0,8,0,0,0
179,000179.jpg,300,275,test,img_128.jpg,3,False,0,0,3,0,0
180,000180.jpg,300,300,train,product-0323479001538175476-o.jpg,12,False,0,12,0,0,0
181,000181.jpg,233,196,train,-2024-04-10-132218_png.jpg,5,False,0,5,0,0,0
182,000182.jpg,640,883,train,-_20240404161215.png,2,False,0,2,0,0,0
183,000183.jpg,174,213,train,-2024-04-08-181248.png,10,False,0,10,0,0,0
184,000184.jpg,640,640,train,-_20230924182506_png_jpg,5,False,0,5,0,0,0
185,000185.jpg,1080,810,train,ecfc3327-59d2-4b13-a011-eb51bb05d766.jpg,0,True,0,0,0,0,0
186,000186.jpg,574,1020,train,2b52f034-07c4-46de-8166-a0f0f5edbd7d.jpg,30,False,0,0,30,0,0
187,000187.jpg,416,416,train,og.jpg,83,False,0,0,0,83,0
188,000188.jpg,416,416,valid,e6c6ea18-15.jpg,9,False,0,0,0,9,0
189,000189.jpg,640,640,train,-2024-04-08-181137_png_jpg,10,False,0,10,0,0,0
190,000190.jpg,271,186,train,images.jpg,5,False,0,5,0,0,0
191,000191.jpg,204,223,test,l9i3vdsp_png.jpg,2,False,0,0,2,0,0
192,000192.jpg,640,640,train,c60978eed390eee904ede0407128e00_png_jpg,10,False,0,10,0,0,0
193,000193.jpg,640,640,train,-_20230924182506_png_jpg,5,False,0,5,0,0,0
194,000194.jpg,424,267,train,-2024-04-08-175642.png,2,False,0,0,2,0,0
195,000195.jpg,640,640,train,a11e48597575f2867df096f0aff0f8c_png_jpg,9,False,0,9,0,0,0
196,000196.jpg,500,500,test,img_76.jpg,2,False,0,0,2,0,0
197,000197.jpg,640,640,train,-2024-04-10-133445_png,6,False,0,6,0,0,0
198,000198.jpg,907,322,train,-_20230708190558_png.jpg,19,False,0,19,0,0,0
199,000199.jpg,640,640,train,-_20230924182503_png_jpg,5,False,0,5,0,0,0
200,000200.jpg,574,1020,train,86605a3e-c9cf-4fbf-aabf-952a7b24b408.jpg,16,False,0,0,16,0,0
201,000201.jpg,640,640,train,103f559751e75f575b7101078f8b0fa_png_jpg,17,False,0,17,0,0,0
202,000202.jpg,84,206,train,-2024-04-08-181302_png.jpg,4,False,0,4,0,0,0
203,000203.jpg,640,640,train,1dce8876-f9ee-4d23-9c1c-f850859b329f_jpg,18,False,0,0,18,0,0
204,000204.jpg,575,597,valid,52a9972f9c6177ed93c9ee9718fb72a_png.jpg,11,False,0,11,0,0,0
205,000205.jpg,412,258,train,-2024-04-08-181030_png.jpg,4,False,0,4,0,0,0
206,000206.jpg,640,640,train,-2024-04-08-181446_png_jpg,4,False,0,4,0,0,0
207,000207.jpg,316,266,valid,24ensjn6_png.jpg,4,False,0,0,4,0,0
208,000208.jpg,640,640,valid,-2024-04-08-181430_png_jpg,5,False,0,5,0,0,0
209,000209.jpg,640,640,valid,-_20230708190618_png_jpg,4,False,0,4,0,0,0
210,000210.jpg,273,232,train,-2024-04-10-132132.png,7,False,0,7,0,0,0
211,000211.jpg,169,199,train,-2024-04-10-131903_png.jpg,11,False,0,11,0,0,0
212,000212.jpg,640,640,train,-2024-04-10-133445_png_jpg,5,False,0,5,0,0,0
213,000213.jpg,247,262,test,c8902ef8e99e0a92d38e98ccb831d94.png,10,False,0,10,0,0,0
214,000214.jpg,388,207,train,72f629d38f7cad8a5a767fbe1c8c47b_png.jpg,10,False,0,10,0,0,0
215,000215.jpg,388,428,train,-2024-04-08-180928.png,11,False,0,11,0,0,0
216,000216.jpg,300,300,train,SUS-ASTM-Universal-Formwork-Channel-A36-Welding-Steel-H-Beam-for-Bridge-Building-Material.jpg,29,False,0,0,29,0,0
217,000217.jpg,493,624,test,103f559751e75f575b7101078f8b0fa_png.jpg,19,False,0,19,0,0,0
218,000218.jpg,640,640,train,-2024-04-08-181729_png_jpg,5,False,0,5,0,0,0
219,000219.jpg,640,640,train,-2024-04-08-181529_png_jpg,5,False,0,5,0,0,0
220,000220.jpg,345,256,train,55f2e3dcaca58008c38d3de88bfed5a.png,19,False,0,19,0,0,0
221,000221.jpg,640,640,valid,-2024-04-08-181056_png_jpg,3,False,0,3,0,0,0
222,000222.jpg,1280,960,train,WH-L-1.jpg,0,True,0,0,0,0,0
223,000223.jpg,640,640,train,a11e48597575f2867df096f0aff0f8c_png,10,False,0,10,0,0,0
224,000224.jpg,640,640,train,-_20230708190558_png_jpg,19,False,0,19,0,0,0
225,000225.jpg,640,640,valid,0804d9c3-5e85-4605-a005-23740bee0700_jpg,17,False,0,0,17,0,0
226,000226.jpg,262,176,test,-2024-04-08-181235_png.jpg,5,False,0,5,0,0,0
227,000227.jpg,311,335,test,-2024-04-08-180147_png.jpg,3,False,0,0,3,0,0
228,000228.jpg,500,667,train,steelbeam79.jpg,6,False,0,0,6,0,0
229,000229.jpg,403,259,train,-2024-04-08-181337_png.jpg,5,False,0,5,0,0,0
230,000230.jpg,640,640,train,irii8idx_png_jpg,8,False,0,8,0,0,0
231,000231.jpg,421,467,train,-2024-04-08-180937_png.jpg,10,False,0,10,0,0,0
232,000232.jpg,416,416,train,d5f3ab32-26.jpg,30,False,0,0,0,30,0
233,000233.jpg,1280,960,train,WH-J-1.jpg,0,True,0,0,0,0,0
234,000234.jpg,347,276,train,-2024-04-10-132159.png,7,False,0,7,0,0,0
235,000235.jpg,640,640,train,-2024-04-08-181752_png_jpg,4,False,0,4,0,0,0
236,000236.jpg,416,416,valid,8c41814c-8.jpg,16,False,0,0,0,16,0
237,000237.jpg,1080,810,test,7496e1da-eefb-472b-abf2-576548470bf3.jpg,0,True,0,0,0,0,0
238,000238.jpg,500,500,test,steelbeam75.jpg,7,False,0,0,7,0,0
239,000239.jpg,640,640,train,-2024-04-08-181703_png,8,False,0,8,0,0,0
240,000240.jpg,308,278,train,ahxol49d.png,6,False,0,0,6,0,0
241,000241.jpg,500,492,train,steelbeam64.jpg,4,False,0,0,4,0,0
242,000242.jpg,217,219,train,-_20230924182411_png.jpg,6,False,0,0,6,0,0
243,000243.jpg,640,640,valid,-2024-04-08-181342_png_jpg,5,False,0,5,0,0,0
244,000244.jpg,640,640,train,images-5-_jpg,5,False,0,5,0,0,0
245,000245.jpg,640,640,train,-_20230708190603_png_jpg,20,False,0,20,0,0,0
246,000246.jpg,640,640,train,-2024-04-08-181435_png_jpg,5,False,0,5,0,0,0
247,000247.jpg,640,640,train,417_original_png_jpg,19,False,0,0,0,19,0
248,000248.jpg,640,640,valid,images-1-_jpg,3,False,0,3,0,0,0
249,000249.jpg,640,640,train,-2024-04-10-131903_png_jpg,12,False,0,12,0,0,0
250,000250.jpg,640,640,valid,-_20230924182509_png,5,False,0,5,0,0,0
251,000251.jpg,294,241,train,-2024-04-08-181549.png,5,False,0,5,0,0,0
252,000252.jpg,368,205,train,-2024-04-09-190630.png,5,False,0,5,0,0,0
253,000253.jpg,178,131,train,-2024-04-08-181805.png,5,False,0,5,0,0,0
254,000254.jpg,640,640,train,-2024-04-08-181549_png_jpg,5,False,0,5,0,0,0
255,000255.jpg,640,640,test,-2024-04-10-132218_png_jpg,5,False,0,5,0,0,0
256,000256.jpg,640,640,train,-2024-04-08-181153_png,10,False,0,10,0,0,0
257,000257.jpg,1278,732,test,-_20230924182432_png.jpg,5,False,0,0,5,0,0
258,000258.jpg,1080,810,train,b13bf2a1-9ea0-457d-b9c3-074405b5f03a.jpg,0,True,0,0,0,0,0
259,000259.jpg,960,1280,train,WhatsApp-Image-2025-12-18-at-11-56-00.jpeg,92,False,0,0,92,0,0
260,000260.jpg,640,640,train,-2024-04-08-181030_png_jpg,4,False,0,4,0,0,0
261,000261.jpg,474,258,valid,-_20230708190603_png.jpg,19,False,0,19,0,0,0
262,000262.jpg,640,640,train,c60978eed390eee904ede0407128e00_png_jpg,10,False,0,10,0,0,0
263,000263.jpg,347,210,train,-2024-04-08-181115.png,3,False,0,3,0,0,0
264,000264.jpg,640,640,train,-2024-04-08-181616_png_jpg,8,False,0,8,0,0,0
265,000265.jpg,416,416,train,og.jpg,41,False,0,0,0,41,0
266,000266.jpg,413,225,train,-2024-04-08-181403.png,5,False,0,5,0,0,0
267,000267.jpg,640,640,train,-2024-04-08-181403_png_jpg,5,False,0,5,0,0,0
268,000268.jpg,599,534,train,-_20230708190625.png,13,False,0,13,0,0,0
269,000269.jpg,640,640,train,-2024-04-08-181353_png_jpg,5,False,0,5,0,0,0
270,000270.jpg,640,640,train,og_jpg,83,False,0,0,0,83,0
271,000271.jpg,454,314,valid,-2024-04-08-181319_png.jpg,5,False,0,5,0,0,0
272,000272.jpg,216,144,train,-2024-04-08-181203.png,5,False,0,5,0,0,0
273,000273.jpg,640,640,valid,-_20230924182512_png_jpg,5,False,0,5,0,0,0
274,000274.jpg,640,640,train,-2024-04-08-181425_png_jpg,5,False,0,5,0,0,0
275,000275.jpg,331,215,train,-2024-04-08-181056.png,3,False,0,3,0,0,0
276,000276.jpg,795,723,train,c53b2cdbce75a32fd0107fdacfe80da.png,5,False,0,5,0,0,0
277,000277.jpg,1080,810,train,1dc16d51-1f31-41d7-81b2-8ea85fdeed96.jpg,0,True,0,0,0,0,0
278,000278.jpg,640,640,valid,-2024-04-08-181324_png_jpg,5,False,0,5,0,0,0
279,000279.jpg,640,640,train,-2024-04-08-181409_png,5,False,0,5,0,0,0
280,000280.jpg,640,640,train,-2024-04-08-181302_png_jpg,4,False,0,4,0,0,0
281,000281.jpg,471,257,train,-2024-04-08-180035_png.jpg,4,False,0,0,4,0,0
282,000282.jpg,640,640,train,-2024-04-08-180955_png_jpg,10,False,0,10,0,0,0
283,000283.jpg,247,180,train,-2024-04-10-133606.png,3,False,0,3,0,0,0
284,000284.jpg,623,508,train,1597886626403_png.jpg,8,False,0,0,8,0,0
285,000285.jpg,298,250,train,-2024-04-08-175857_png.jpg,5,False,0,0,5,0,0
286,000286.jpg,453,288,train,-_20230924182512.png,5,False,0,5,0,0,0
287,000287.jpg,640,640,train,-_20230924182512_png,5,False,0,5,0,0,0
288,000288.jpg,1080,486,train,1a6d38b9-fb29-449b-8476-3a01c93774a7.jpg,42,False,0,0,42,0,0
289,000289.jpg,488,1040,train,75eca624-51dc-4c3c-b562-01af37c83370.jpg,462,False,462,0,0,0,0
290,000290.jpg,640,640,valid,Besi-T-Beam.jpg,18,False,0,18,0,0,0
291,000291.jpg,640,640,train,-2024-04-08-181724_png_jpg,4,False,0,4,0,0,0
292,000292.jpg,540,960,valid,8c1ef5ca-bc5b-4f76-9150-408f28da951e.jpg,143,False,143,0,0,0,0
293,000293.jpg,640,640,train,103f559751e75f575b7101078f8b0fa_png_jpg,19,False,0,19,0,0,0
294,000294.jpg,640,640,test,16c3ab3b-13_jpg,18,False,0,0,0,18,0
295,000295.jpg,267,221,train,-2024-04-08-181529.png,5,False,0,5,0,0,0
296,000296.jpg,393,242,train,-2024-04-08-181009_png.jpg,5,False,0,5,0,0,0
