source_group,n_canonical_images,original_splits,crosses_original_splits,objects_total,Channel,T-beam,HI-Beam,Angle Bar,Sheet Pile,negative_images
-2024-04-08-181115_png_jpg,3,train|valid,True,10,0,10,0,0,0,0
-2024-04-08-181132.png,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181132_png_jpg,2,train,False,20,0,20,0,0,0,0
-2024-04-08-181137.png,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181137_png_jpg,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181147.png,1,train,False,11,0,11,0,0,0,0
-2024-04-08-181147_png.jpg,1,valid,False,10,0,10,0,0,0,0
-2024-04-08-181153.png,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181153_png,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181153_png.jpg,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181153_png_jpg,3,train,False,30,0,30,0,0,0,0
-2024-04-08-181203.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181203_png.jpg,1,test,False,5,0,5,0,0,0,0
-2024-04-08-181203_png_jpg,1,valid,False,5,0,5,0,0,0,0
-2024-04-08-181226.png,1,train,False,1,0,1,0,0,0,0
-2024-04-08-181226_png.jpg,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181235.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181235_png.jpg,1,valid,False,5,0,5,0,0,0,0
-2024-04-08-181235_png_jpg,3,train,False,15,0,15,0,0,0,0
-2024-04-08-181248.png,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181248_png.jpg,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181248_png_jpg,2,train|valid,True,20,0,20,0,0,0,0
-2024-04-08-181302.png,1,train,False,4,0,4,0,0,0,0
-2024-04-08-181302_png.jpg,1,train,False,4,0,4,0,0,0,0
-2024-04-08-181302_png_jpg,3,train,False,12,0,12,0,0,0,0
-2024-04-08-181319.png,1,test,False,5,0,5,0,0,0,0
-2024-04-08-181319_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181319_png_jpg,2,test|train,True,12,0,12,0,0,0,0
-2024-04-08-181324.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181324_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181324_png_jpg,2,train|valid,True,10,0,10,0,0,0,0
-2024-04-08-181332.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181332_png_jpg,3,train,False,15,0,15,0,0,0,0
-2024-04-08-181337.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181337_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181337_png_jpg,3,train,False,15,0,15,0,0,0,0
-2024-04-08-181342.png,1,test,False,5,0,5,0,0,0,0
-2024-04-08-181342_png.jpg,1,valid,False,5,0,5,0,0,0,0
-2024-04-08-181342_png_jpg,2,train|valid,True,10,0,10,0,0,0,0
-2024-04-08-181353.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181353_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181353_png_jpg,3,test|train,True,15,0,15,0,0,0,0
-2024-04-08-181358.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181358_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181358_png_jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181403.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181403_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181403_png_jpg,3,train|valid,True,15,0,15,0,0,0,0
-2024-04-08-181409.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181409_png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181409_png_jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181425.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181425_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181425_png_jpg,3,test|train,True,16,0,16,0,0,0,0
-2024-04-08-181430.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181430_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181430_png_jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181435.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181435_png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181435_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181435_png_jpg,3,train|valid,True,15,0,15,0,0,0,0
-2024-04-08-181441.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181441_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181441_png_jpg,2,test|train,True,10,0,10,0,0,0,0
-2024-04-08-181446.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181446_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181446_png_jpg,3,train,False,13,0,13,0,0,0,0
-2024-04-08-181453.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181453_png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181453_png_jpg,3,train|valid,True,15,0,15,0,0,0,0
-2024-04-08-181514.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181514_png_jpg,2,train|valid,True,11,0,11,0,0,0,0
-2024-04-08-181520.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181520_png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181520_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181520_png_jpg,3,train,False,15,0,15,0,0,0,0
-2024-04-08-181529.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181529_png_jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181539.png,1,test,False,4,0,4,0,0,0,0
-2024-04-08-181539_png_jpg,1,train,False,3,0,3,0,0,0,0
-2024-04-08-181545.png,1,train,False,7,0,7,0,0,0,0
-2024-04-08-181545_png_jpg,1,train,False,3,0,3,0,0,0,0
-2024-04-08-181549.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181549_png_jpg,3,test|train,True,15,0,15,0,0,0,0
-2024-04-08-181609.png,1,test,False,8,0,8,0,0,0,0
-2024-04-08-181609_png_jpg,2,train,False,18,0,18,0,0,0,0
-2024-04-08-181616.png,1,test,False,7,0,7,0,0,0,0
-2024-04-08-181616_png,1,valid,False,8,0,8,0,0,0,0
-2024-04-08-181616_png_jpg,3,train|valid,True,24,0,24,0,0,0,0
-2024-04-08-181644.png,1,train,False,7,0,7,0,0,0,0
-2024-04-08-181644_png.jpg,1,train,False,7,0,7,0,0,0,0
-2024-04-08-181644_png_jpg,1,train,False,8,0,8,0,0,0,0
-2024-04-08-181703.png,1,train,False,6,0,6,0,0,0,0
-2024-04-08-181703_png,1,train,False,8,0,8,0,0,0,0
-2024-04-08-181703_png_jpg,3,test|train,True,14,0,14,0,0,0,0
-2024-04-08-181724.png,1,train,False,4,0,4,0,0,0,0
-2024-04-08-181724_png_jpg,3,train|valid,True,12,0,12,0,0,0,0
-2024-04-08-181729.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181729_png,1,train,False,4,0,4,0,0,0,0
-2024-04-08-181729_png_jpg,3,train|valid,True,13,0,13,0,0,0,0
-2024-04-08-181739.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181739_png_jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181746.png,1,test,False,5,0,5,0,0,0,0
-2024-04-08-181746_png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181746_png_jpg,2,train,False,9,0,9,0,0,0,0
-2024-04-08-181752.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181752_png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181752_png_jpg,3,test|train,True,14,0,14,0,0,0,0
-2024-04-08-181800.png,1,train,False,9,0,9,0,0,0,0
-2024-04-08-181800_png.jpg,1,train,False,9,0,9,0,0,0,0
-2024-04-08-181800_png_jpg,1,test,False,6,0,6,0,0,0,0
-2024-04-08-181805.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181805_png.jpg,1,train,False,4,0,4,0,0,0,0
-2024-04-08-181819.png,1,train,False,10,0,10,0,0,0,0
-2024-04-08-181819_png_jpg,3,train,False,26,0,26,0,0,0,0
-2024-04-08-181825.png,1,train,False,5,0,5,0,0,0,0
-2024-04-08-181825_png_jpg,1,train,False,4,0,4,0,0,0,0
-2024-04-09-190603.png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190603_png_jpg,3,train,False,15,0,15,0,0,0,0
-2024-04-09-190611_png_jpg,2,test|train,True,12,0,12,0,0,0,0
-2024-04-09-190619.png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190619_png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190619_png_jpg,2,train,False,12,0,12,0,0,0,0
-2024-04-09-190630.png,1,train,False,5,0,5,0,0,0,0
-2024-04-09-190630_png_jpg,3,train,False,13,0,13,0,0,0,0
-2024-04-09-190637.png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190648.png,1,test,False,8,0,8,0,0,0,0
-2024-04-09-190648_png_jpg,1,train,False,8,0,8,0,0,0,0
-2024-04-09-190700.png,1,train,False,5,0,5,0,0,0,0
-2024-04-09-190700_png_jpg,3,test|train,True,15,0,15,0,0,0,0
-2024-04-09-190707.png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190707_png_jpg,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190716_png_jpg,3,train|valid,True,18,0,18,0,0,0,0
-2024-04-09-190723.png,1,train,False,4,0,4,0,0,0,0
-2024-04-09-190723_png_jpg,3,test|train|valid,True,12,0,12,0,0,0,0
-2024-04-09-190738.png,1,train,False,5,0,5,0,0,0,0
-2024-04-09-190738_png,1,test,False,5,0,5,0,0,0,0
-2024-04-09-190738_png_jpg,3,train|valid,True,15,0,15,0,0,0,0
-2024-04-09-190744.png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190744_png_jpg,3,test|train,True,18,0,18,0,0,0,0
-2024-04-09-190750.png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190750_png_jpg,3,train,False,17,0,17,0,0,0,0
-2024-04-09-190757.png,1,train,False,6,0,6,0,0,0,0
-2024-04-09-190757_png_jpg,2,train,False,12,0,12,0,0,0,0
-2024-04-09-190957.png,1,train,False,15,0,15,0,0,0,0
-2024-04-09-190957_png_jpg,3,test|train,True,43,0,43,0,0,0,0
-2024-04-10-131727.png,1,train,False,6,0,6,0,0,0,0
-2024-04-10-131727_png_jpg,3,test|train,True,18,0,18,0,0,0,0
-2024-04-10-131903.png,1,train,False,12,0,12,0,0,0,0
-2024-04-10-131903_png.jpg,1,train,False,11,0,11,0,0,0,0
-2024-04-10-131903_png_jpg,1,train,False,12,0,12,0,0,0,0
-2024-04-10-132132.png,1,train,False,7,0,7,0,0,0,0
-2024-04-10-132132_png,1,train,False,7,0,7,0,0,0,0
-2024-04-10-132132_png_jpg,3,train,False,22,0,22,0,0,0,0
-2024-04-10-132159.png,1,train,False,7,0,7,0,0,0,0
-2024-04-10-132159_png_jpg,3,train,False,21,0,21,0,0,0,0
-2024-04-10-132218.png,1,valid,False,5,0,5,0,0,0,0
-2024-04-10-132218_png.jpg,1,train,False,5,0,5,0,0,0,0
-2024-04-10-132218_png_jpg,2,train|valid,True,10,0,10,0,0,0,0
-2024-04-10-132306.png,1,train,False,6,0,6,0,0,0,0
-2024-04-10-132306_png.jpg,1,test,False,6,0,6,0,0,0,0
-2024-04-10-132306_png_jpg,3,train|valid,True,19,0,19,0,0,0,0
-2024-04-10-133445.png,1,train,False,6,0,6,0,0,0,0
-2024-04-10-133445_png,1,train,False,6,0,6,0,0,0,0
-2024-04-10-133445_png_jpg,3,train,False,16,0,16,0,0,0,0
-2024-04-10-133606.png,1,test,False,3,0,3,0,0,0,0
-2024-04-10-133606_png.jpg,1,train,False,3,0,3,0,0,0,0
-2024-04-10-133606_png_jpg,2,train,False,7,0,7,0,0,0,0
-2024-04-10-133618.png,1,train,False,4,0,4,0,0,0,0
-2024-04-10-133618_png.jpg,1,train,False,4,0,4,0,0,0,0
-2024-04-10-133618_png_jpg,3,train,False,12,0,12,0,0,0,0
-2024-04-10-133630.png,1,train,False,6,0,6,0,0,0,0
-2024-04-10-133630_png_jpg,3,train,False,18,0,18,0,0,0,0
-_20230705013609.png,1,valid,False,3,0,3,0,0,0,0
-_20230705013609_png.jpg,1,train,False,3,0,3,0,0,0,0
-_20230705013609_png_jpg,2,train,False,6,0,6,0,0,0,0
-_20230708190548.png,1,train,False,3,0,3,0,0,0,0
-_20230708190548_png.jpg,1,train,False,3,0,3,0,0,0,0
-_20230708190548_png_jpg,3,train,False,9,0,9,0,0,0,0
-_20230708190552.png,1,train,False,2,0,2,0,0,0,0
-_20230708190552_png.jpg,1,test,False,2,0,2,0,0,0,0
-_20230708190552_png_jpg,3,train|valid,True,6,0,6,0,0,0,0
-_20230708190558.png,1,valid,False,20,0,20,0,0,0,0
-_20230708190558_png.jpg,1,train,False,19,0,19,0,0,0,0
-_20230708190558_png_jpg,4,train,False,78,0,78,0,0,0,0
-_20230708190603.png,1,valid,False,21,0,21,0,0,0,0
-_20230708190603_png.jpg,1,train,False,19,0,19,0,0,0,0
-_20230708190603_png_jpg,1,train,False,20,0,20,0,0,0,0
-_20230708190618.png,1,train,False,4,0,4,0,0,0,0
-_20230708190618_png.jpg,1,train,False,4,0,4,0,0,0,0
-_20230708190618_png_jpg,4,test|train,True,16,0,16,0,0,0,0
-_20230708190625.png,1,test,False,13,0,13,0,0,0,0
-_20230708190625_png.jpg,1,valid,False,1,0,1,0,0,0,0
-_20230708190625_png_jpg,3,train|valid,True,31,0,31,0,0,0,0
-_20230820171912.png,1,train,False,23,0,23,0,0,0,0
-_20230820171912_png_jpg,3,test|train,True,65,0,65,0,0,0,0
-_20230924182411_png.jpg,1,train,False,6,0,0,6,0,0,0
-_20230924182422_png.jpg,1,train,False,18,0,0,18,0,0,0
-_20230924182425_png.jpg,1,train,False,6,0,0,6,0,0,0
-_20230924182429_png.jpg,1,train,False,3,0,0,3,0,0,0
-_20230924182432.png,1,valid,False,5,0,0,5,0,0,0
-_20230924182432_png.jpg,1,train,False,5,0,0,5,0,0,0
-_20230924182448_png.jpg,1,train,False,4,0,0,4,0,0,0
-_20230924182451_png.jpg,1,valid,False,4,0,0,4,0,0,0
-_20230924182454_png.jpg,1,train,False,4,0,0,4,0,0,0
-_20230924182457_png.jpg,1,train,False,4,0,0,4,0,0,0
-_20230924182500_png.jpg,1,train,False,9,0,0,9,0,0,0
-_20230924182503.png,1,train,False,5,0,5,0,0,0,0
-_20230924182503_png,1,train,False,5,0,5,0,0,0,0
-_20230924182503_png.jpg,1,train,False,5,0,5,0,0,0,0
-_20230924182503_png_jpg,3,train,False,15,0,15,0,0,0,0
-_20230924182506.png,1,train,False,5,0,5,0,0,0,0
-_20230924182506_png.jpg,1,train,False,5,0,5,0,0,0,0
-_20230924182506_png_jpg,4,train,False,20,0,20,0,0,0,0
-_20230924182509.png,1,train,False,5,0,5,0,0,0,0
-_20230924182509_png,1,train,False,5,0,5,0,0,0,0
-_20230924182509_png.jpg,1,train,False,5,0,5,0,0,0,0
-_20230924182509_png_jpg,2,train,False,10,0,10,0,0,0,0
-_20230924182512.png,1,train,False,5,0,5,0,0,0,0
-_20230924182512_png,1,train,False,5,0,5,0,0,0,0
-_20230924182512_png.jpg,1,train,False,5,0,5,0,0,0,0
-_20230924182512_png_jpg,3,train|valid,True,15,0,15,0,0,0,0
-_20230924182515.png,1,train,False,10,0,10,0,0,0,0
-_20230924182515_png.jpg,1,train,False,10,0,10,0,0,0,0
-_20230924182515_png_jpg,4,train,False,40,0,40,0,0,0,0
-_20230924182518.png,1,train,False,5,0,5,0,0,0,0
-_20230924182518_png.jpg,1,test,False,5,0,5,0,0,0,0
-_20230924182518_png_jpg,3,train|valid,True,15,0,15,0,0,0,0
-_20240404161141.png,1,train,False,7,0,7,0,0,0,0
-_20240404161141_png,1,train,False,7,0,7,0,0,0,0
-_20240404161141_png_jpg,3,train,False,21,0,21,0,0,0,0
-_20240404161215.png,1,valid,False,2,0,2,0,0,0,0
-_20240404161215_png,1,train,False,2,0,2,0,0,0,0
-_20240404161215_png.jpg,1,train,False,2,0,2,0,0,0,0
-_20240404161215_png_jpg,3,train,False,7,0,7,0,0,0,0
-_20240404161218.png,1,train,False,7,0,7,0,0,0,0
-_20240404161218_png,1,train,False,7,0,7,0,0,0,0
-_20240404161218_png.jpg,1,train,False,7,0,7,0,0,0,0
-_20240404161218_png_jpg,3,train|valid,True,21,0,21,0,0,0,0
000009.jpg,1,train,False,1,0,0,1,0,0,0
000021.jpg,1,train,False,1,0,0,1,0,0,0
000036.png,1,train,False,1,0,0,1,0,0,0
000038.jpg,1,train,False,4,0,0,4,0,0,0
000044.png,1,train,False,1,0,0,1,0,0,0
000045.jpg,1,valid,False,1,0,0,1,0,0,0
000053.jpg,1,train,False,2,0,0,2,0,0,0
01f13791-5551-41b7-8fa6-ee5152710173.jpg,1,train,False,48,0,0,48,0,0,0
04584b4c-44e5-41bd-ba2d-7cd0e878ba79.jpg,1,train,False,59,0,0,59,0,0,0
05180fd3-a4e9-4606-b669-980f5c1790a4.jpg,1,train,False,315,0,0,315,0,0,0
05dfrr2l_png.jpg,1,valid,False,23,0,0,23,0,0,0
0804d9c3-5e85-4605-a005-23740bee0700_jpg,1,train,False,17,0,0,17,0,0,0
0ccb3945-bf02-4c23-9328-0dd0bdca6a73.jpg,1,train,False,0,0,0,0,0,0,1
0ee70760-ea1e-4f2d-8dab-180ca80b975d.jpg,1,train,False,372,372,0,0,0,0,0
0ef4dfb4-134b-42d1-941f-1e77e170374f.jpg,1,train,False,100,100,0,0,0,0,0
0f4060d50c39f101b100626f93d1f04.png,1,train,False,10,0,10,0,0,0,0
0f4060d50c39f101b100626f93d1f04_png.jpg,1,train,False,10,0,10,0,0,0,0
0f4060d50c39f101b100626f93d1f04_png_jpg,3,test|train,True,30,0,30,0,0,0,0
0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg,1,train,False,52,0,0,52,0,0,0
103f559751e75f575b7101078f8b0fa.png,1,train,False,19,0,19,0,0,0,0
103f559751e75f575b7101078f8b0fa_png.jpg,1,train,False,19,0,19,0,0,0,0
103f559751e75f575b7101078f8b0fa_png_jpg,4,train|valid,True,75,0,75,0,0,0,0
1107afa4-cb0c-43c4-a59c-5a82df35f3ca.jpg,1,train,False,36,0,0,36,0,0,0
118217de-aefa-4733-bd3b-a3e7eeaa1144.jpg,1,train,False,154,0,0,154,0,0,0
139164d9-2ca0-4ab8-b0c4-593cea19ab1b.jpg,1,test,False,214,0,0,214,0,0,0
13ee5b15fa3a156bb16bb7383011af0.png,1,train,False,3,0,0,3,0,0,0
13ee5b15fa3a156bb16bb7383011af0_png.jpg,1,train,False,3,0,0,3,0,0,0
14be09c1-6fdb-41d8-83a6-18f6a75e0234.jpg,1,train,False,0,0,0,0,0,0,1
1597886626403_png.jpg,1,train,False,8,0,0,8,0,0,0
1670333703-5cdf9b336c4b445e5e7cfce6.jpg,2,train,False,15,0,0,0,15,0,0
1670333703-5cdf9b336c4b445e5e7cfce6_jpg,2,test|valid,True,19,0,0,0,19,0,0
16c3ab3b-13.jpg,6,test|train,True,162,0,0,0,162,0,0
16c3ab3b-13_jpg,4,train|valid,True,89,0,0,0,89,0,0
18cf4515-b854-44c9-9f58-1e94104e3d57.jpg,1,train,False,56,0,0,0,0,56,0
194277bf-3501-4f42-857d-3edfb330c2c2.jpg,1,test,False,54,0,0,54,0,0,0
19574211-ae62-485d-aa2e-390a7a0d8d07.jpg,1,train,False,86,0,0,86,0,0,0
1a6d38b9-fb29-449b-8476-3a01c93774a7.jpg,1,train,False,42,0,0,42,0,0,0
1a7a4d1b-14e9-4bea-8fe3-bf2a0960401e.jpg,1,train,False,238,0,0,238,0,0,0
1dc16d51-1f31-41d7-81b2-8ea85fdeed96.jpg,1,test,False,0,0,0,0,0,0,1
1dce8876-f9ee-4d23-9c1c-f850859b329f_jpg,1,train,False,18,0,0,18,0,0,0
22066d1d-aea7-451c-a76b-fa428ce913c8.jpg,1,train,False,60,0,0,60,0,0,0
24ensjn6_png.jpg,1,train,False,4,0,0,4,0,0,0
26d68488-3f59-4d3e-8ba2-5f0207fee430.jpg,1,valid,False,0,0,0,0,0,0,1
29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg,1,train,False,178,178,0,0,0,0,0
29f1f335-5da4-4a9b-b638-88294f28e2f8.jpg,1,train,False,46,0,0,46,0,0,0
2b13b33baf8efae5a7c98d265a29d9b.png,1,train,False,10,0,10,0,0,0,0
2b13b33baf8efae5a7c98d265a29d9b_png_jpg,4,test|train,True,40,0,40,0,0,0,0
2b52f034-07c4-46de-8166-a0f0f5edbd7d.jpg,1,train,False,30,0,0,30,0,0,0
2ea78bdd-bce1-4012-b19e-68c24bef3647.jpg,1,valid,False,195,0,0,195,0,0,0
3335c6b3-082d-4f55-b381-89b6f83418a6.jpg,1,train,False,230,230,0,0,0,0,0
3b4ae7ba-46e9-4ea2-81c8-863f8907b44c.jpg,1,train,False,80,0,0,80,0,0,0
417_original_png.jpg,6,train|valid,True,83,0,0,0,83,0,0
417_original_png_jpg,7,train,False,104,0,0,0,104,0,0
47791c27-13db-4650-bda9-5b1dd804f321.jpg,1,test,False,262,262,0,0,0,0,0
4aedfa6ec53befe81c754afb6a00c59.png,1,train,False,21,0,21,0,0,0,0
4aedfa6ec53befe81c754afb6a00c59_png,1,train,False,17,0,17,0,0,0,0
4aedfa6ec53befe81c754afb6a00c59_png.jpg,1,test,False,19,0,19,0,0,0,0
4aedfa6ec53befe81c754afb6a00c59_png_jpg,1,train,False,18,0,18,0,0,0,0
51d9790d-6350-485f-bc87-bd3aea0b0f45.jpg,1,valid,False,661,661,0,0,0,0,0
52a9972f9c6177ed93c9ee9718fb72a.png,1,train,False,10,0,10,0,0,0,0
52a9972f9c6177ed93c9ee9718fb72a_png,1,test,False,10,0,10,0,0,0,0
52a9972f9c6177ed93c9ee9718fb72a_png.jpg,1,train,False,11,0,11,0,0,0,0
52a9972f9c6177ed93c9ee9718fb72a_png_jpg,2,test|train,True,19,0,19,0,0,0,0
5572f326-9f86-4e0f-a21d-e961d61bef86.jpg,1,train,False,132,0,0,132,0,0,0
55f2e3dcaca58008c38d3de88bfed5a.png,1,train,False,19,0,19,0,0,0,0
55f2e3dcaca58008c38d3de88bfed5a_png,1,train,False,20,0,20,0,0,0,0
55f2e3dcaca58008c38d3de88bfed5a_png.jpg,1,train,False,20,0,20,0,0,0,0
55f2e3dcaca58008c38d3de88bfed5a_png_jpg,3,train,False,58,0,58,0,0,0,0
59041c11-42aa-4be6-8cec-333e68075cfe.jpg,1,test,False,221,0,0,221,0,0,0
5aeda55e-e86e-4770-94a6-a8d9f22712e0.jpg,1,test,False,91,0,0,91,0,0,0
5baa02c65ffc09eaf3235a2eb5be451_png.jpg,1,train,False,12,0,0,12,0,0,0
5cdadad4-c7de-4861-9742-89a437764a4f.jpg,1,train,False,120,0,0,120,0,0,0
63425d5759c4599a8fe3dca4673630a.png,1,valid,False,20,0,20,0,0,0,0
63425d5759c4599a8fe3dca4673630a_png,1,train,False,19,0,19,0,0,0,0
63425d5759c4599a8fe3dca4673630a_png.jpg,1,train,False,20,0,20,0,0,0,0
63425d5759c4599a8fe3dca4673630a_png_jpg,3,test|train,True,56,0,56,0,0,0,0
64d267bd-18be-4d79-80b1-29f83f69812f.jpg,1,train,False,0,0,0,0,0,0,1
65867ef9-762d-4a64-afe5-739d073e49da.jpg,1,train,False,658,658,0,0,0,0,0
66a8f315-fca0-4e1a-8cb9-b56f2f2f2602.jpg,1,valid,False,0,0,0,0,0,0,1
