md5,sha256,canonical,orig_split,orig_image_id,file_name,source_name,annotation_count
03c12f1ea165543810f0f034d0cd1e44,4a6f6919793550d75ebf5cad9813a2cfaadac3e67786da6ac1c29d5e14db5b91,True,train,228,8c41814c-8_jpg.rf.92e3428fc306d8849d375e1623be368e.jpg,8c41814c-8_jpg,35
03ddb2fcdff2b699210c9e5d2d0006b6,5f924a71f5dacb377b862fdbd2a7066941f4393e785d40c61d9eef93bde90040,True,test,6,2b13b33baf8efae5a7c98d265a29d9b_png_jpg.rf.2839b43087bdfc23ba417f57e2b19e61.jpg,2b13b33baf8efae5a7c98d265a29d9b_png_jpg,10
03e91fc384b2651a28789284b9a68c40,b6a75636f21c55cc8ac2ecbde220b07776a65f6115adb1c110c5dae2bf947eb0,True,valid,46,c53f257f-2c37-4a2c-91cf-4bdadea9f7f8_jpg.rf.05458ea8ea57e491900b0bd500c32ae7.jpg,c53f257f-2c37-4a2c-91cf-4bdadea9f7f8.jpg,154
046699c0482af481cb028eacdc0c4266,eef2d558c5be5475782fc7553e4aea5cb06f4ca0c06a60cea9c0bb9cfee1153f,True,train,400,img_71_jpg.rf.1febe642203c7ccf6a13be8f9c8de55a.jpg,img_71.jpg,1
04e381747f60ed4e3ed48c4b77db76ec,71ee03d9d94549cf9884cc5d801da66c2930a69de22465124a8fb40c69ade7a5,True,train,545,img_138_jpg.rf.b40246181f09615f1ba45954e5b631eb.jpg,img_138.jpg,2
05d38867dd4cbf8869e5cd85e916fe9b,df44a04576874fb62d77a5ea4166d75f964e392aa0d3ae604212df3b66a405d9,True,train,581,63425d5759c4599a8fe3dca4673630a_png_jpg.rf.ba4a521ff60d0b12689649789f502d5f.jpg,63425d5759c4599a8fe3dca4673630a_png_jpg,15
06e697aa88b2023b07b4ba5b2515e1de,3038b5102d4eecb75d4137e3b60f5b566e276c2e654f79665b46da05c052cf4c,True,test,14,steelbeam148_jpg.rf.21914cf52c3dac4035d661b6ed35ea38.jpg,steelbeam148.jpg,146
0892f3e1fc9c1e079761dff244bd08ca,c0a69d85946491010f99061cd3bc451d1617175871951328c6ed423cb929e6d2,True,train,444,417_original_png_jpg.rf.9f8d88b18618d2d43ec6e83174acd0ba.jpg,417_original_png_jpg,22
08a8c31b38d86082d526eecaf1507716,325f2429010495e3978dd2bb82859bf381e96efb9b6729fa969622b898f58f19,True,train,98,-2024-04-08-181435_png.rf.0c444062381aef2efbb26abccb4416c6.jpg,-2024-04-08-181435_png,5
08b850a55004955d3fc3b1b292f356ef,6b0448ba66452600281ff625d5f171a41e088038a6e427c17ff7907702d782fe,True,train,586,-2024-04-08-181353_png.rf.f7fd1d3be5087930dc045cdc0fea1167.jpg,-2024-04-08-181353.png,5
08c7b17e030928224d66a02e19bcc14f,44f726b942fe9419e8bcf58f5eba0da4cefe012a7ad44040c00cc08cfb214324,True,train,226,-2024-04-10-133606_png_jpg.rf.a2c3be579c431ab2c9f524d5f73a133d.jpg,-2024-04-10-133606_png_jpg,3
09f4e99da7f5de452b8e00c3c70798a9,0d0902a07b1a923fce548bf929c1f8df8efe6cbee2ed0db575585240348c1913,True,train,339,103f559751e75f575b7101078f8b0fa_png_jpg.rf.5a4cf6b2e0fb92a233640a4dc982ff2f.jpg,103f559751e75f575b7101078f8b0fa_png_jpg,19
0a0dd79c4fd86fed40c7cc9de770e2ff,92ab717784fad24ee11cc3fd2843d9fee735cc6b01d2f1ba74d51eb294ab65f5,True,train,544,-2024-04-08-181332_png_jpg.rf.261b5b531917fbd3efef61278fa88428.jpg,-2024-04-08-181332_png_jpg,5
0a4bd78006c1cf9e9e8b8c0af21d75cf,9c6e179f1fa011e6e1f1790135722315f34de7e6b102cf5091010252032c6463,True,valid,30,img_49_jpg.rf.60d0ab07e31c3801147936755d2e0385.jpg,img_49.jpg,1
0a66fd677d2e416f481608255ed9d4d4,e4bc4f50f0094b5c2649a024a2424d6997ac9910815c5b1f23da8d2ed935659e,True,train,393,steelbeam106_jpg.rf.132eed4f1c59ed3b3d616341ad6548b3.jpg,steelbeam106.jpg,3
0a93554831b48dd788deb8e4659a4872,3bb43b18e35404935e732e96c038c3101228e37c99e34c57b916ab7c02cb9e3a,True,train,40,29e06fc8-2ab9-4e90-bfac-008bc475bc61_jpg.rf.a78102ce5c11098b943b0a175ef8ac63.jpg,29e06fc8-2ab9-4e90-bfac-008bc475bc61.jpg,178
0b43a4034af4b7ff4e2ba0c743d5bae1,9e07f4fdab07cbd7295bf51d3ac727604d4eb1c57622f433921e492715072ad9,True,train,462,-2024-04-08-181153_png_jpg.rf.2d5886f189a22925599118ab3d8ce0c3.jpg,-2024-04-08-181153_png.jpg,10
0b487709eb63f96e027d3f72876b26f7,28a60656b0ac02fea8c6044c415a304b2a5c9f0f0b966f80cba51e619a0ae8f1,True,train,434,-_20240404161141_png.rf.c50ee458f7722b7a460ed8a30ca169a1.jpg,-_20240404161141_png,7
0b8c437fdcd928da80ee8034142ba80c,57c7002f729e46d0f240cca50f183c6faacdee91f1cc9b63aa35e210309b56f6,True,train,419,63425d5759c4599a8fe3dca4673630a_png.rf.ad061c4e3a2ab70e034237cfeaf72eba.jpg,63425d5759c4599a8fe3dca4673630a_png,19
0cc964df0fa06ed4a80e33016fa422af,6247c112cb4fdd38d8238896852f3c624fbe1182fe0b4f3261f58ddb72269e9d,True,test,42,16c3ab3b-13_jpg.rf.03dda552086ded25258f0cd12a6cdafa.jpg,16c3ab3b-13.jpg,22
0ce8fa0b78ab46bd39fb1f5ed07a66df,eaf906907c5bf2dbed934927d7f3f71856e6266fd146c5c539f73368a216341c,True,train,450,-2024-04-09-190611_png_jpg.rf.aa0277e2911de352b4d625afb9627c82.jpg,-2024-04-09-190611_png_jpg,6
0d713f7fa9a81eb38d2ef0f7acbf3e2c,f0a16b91faa6883d65b1676ce9e442598d0765e01c9c0053d11db106b3ffc76c,True,train,177,5572f326-9f86-4e0f-a21d-e961d61bef86_jpg.rf.c07c8e469d8be1dca33698e0a81bf357.jpg,5572f326-9f86-4e0f-a21d-e961d61bef86.jpg,132
0d974c365ba960bca3c69a30e8eea7e9,13f29f68b3fe474744ebaa5fe0bc24d4fb31b279ff350c6cd826b606c7152539,True,train,559,-2024-04-08-181132_png_jpg.rf.8fdae9ccfca50da09fb98c734aabe8d9.jpg,-2024-04-08-181132_png_jpg,10
0e2fc7551fa5c4764eed35f5df102a87,568f0ea934ab1f91c9192ae63f7a18a6b31da2121cc382a9e784a6a45786941d,True,train,409,-_20240404161141_png_jpg.rf.2d8186ff421db3af0d58a9581805fbb3.jpg,-_20240404161141_png_jpg,7
0e357834080f16629dc983f0e39fd47e,296f661c9bb78216aa877ed6dbc8d51c230c21106bf7ae0f6b6580edd5e863d2,True,train,395,-2024-04-08-181132_png_jpg.rf.49ce3973c4a0cee5ffc741e6c63cca73.jpg,-2024-04-08-181132_png_jpg,10
0e7bbc6e08a2aaf73a7c8ec9ce8d6bd1,f51e86fa38831d00efd6b0763bb6bcb2e8b0a9de63c574b3693e416eed97516f,True,train,130,c60978eed390eee904ede0407128e00_png.rf.9e14441c20e384aa0e7c7514b2df610d.jpg,c60978eed390eee904ede0407128e00.png,10
0f2a4985ea965d1d1ead4f24eb93d2b9,9de3e35fc48d1f00907b81f2153275943254edf67c8a551a4b886d51dcae7deb,True,valid,27,66a8f315-fca0-4e1a-8cb9-b56f2f2f2602_jpg.rf.297bee42b60825268650d17770693e14.jpg,66a8f315-fca0-4e1a-8cb9-b56f2f2f2602.jpg,0
0f776b5b522b02e0d3ca81b6e7891d20,4f64de286b1ace2210faab4878207bbc6f6a6a2c52e11d0721a8610a4adb43f2,True,train,491,Harga-Besi-T-Beam_jpg.rf.db27f643a905220c20cd315228de14ce.jpg,Harga-Besi-T-Beam_jpg,10
0fa6a6415696ebaedc907758ba8031e7,e7bf02e69e11b22f14e80bc465001d1677c5cb1c4ec4c2fecc2ea4ccfccc18a0,True,train,99,-2024-04-08-181153_png_jpg.rf.abd8f5aed71b83533f30e43b6face1ae.jpg,-2024-04-08-181153_png_jpg,10
0fcdbf483e9f0fc33f5620520aee3d68,200cfa620b9ef58f46c47d5b415c94783c7dc43f56f935c854d8c1178692303e,True,train,590,irii8idx_png_jpg.rf.b0bc36c3cbb47c6f479c72ebbcbdfaf0.jpg,irii8idx_png_jpg,9
100d89e77c1dfc61b8424e1f2532fdc8,ae19ca6a4291c6132a65d1c7fb64c5322888660fcf49d70f5047de06e96691ed,True,valid,38,923a108f41cc108b080c4fe180deb58_png_jpg.rf.bf8ac81adbff4cadf7a5cfecc14718d8.jpg,923a108f41cc108b080c4fe180deb58_png_jpg,10
104e24662ed70fe1346dfecc9a10f992,1e1d5425c8c13a6dc41af7580b674bcc8cf00cdd132194b5af0afbc14bbe6310,True,train,54,-2024-04-08-181520_png.rf.4234346366716697f4e42253a31c53ba.jpg,-2024-04-08-181520_png,5
10a66e497d3fa127ab1006452c99019d,55d78bd574c5aa23168066579e516ef3e353271b12f1fbb37d92f5975b43aac1,True,valid,31,c53b2cdbce75a32fd0107fdacfe80da_png.rf.cfb42c02d6386d7b9451327e9f4f7bbe.jpg,c53b2cdbce75a32fd0107fdacfe80da_png,5
113af1af9c16adf53edcfd8b0e7354bc,07cac4aa454abde7f42fad2111272928a1961277165e469e2b81e7fb7032f234,True,train,349,c31a9bf3-eb7b-472d-9e20-24b75b5eddc5_jpg.rf.e3dd5a1db3a04744d698109cb2ef48bc.jpg,c31a9bf3-eb7b-472d-9e20-24b75b5eddc5.jpg,146
114b5dae17b84ea5babab7e99cf8a6ab,23752fed399cffb0b6f54b4cd8ed810d9092b7844e03050eddcd18edbc7d55b5,True,train,412,-_20240404161141_png.rf.c8d8358f7170bd93e59a103db43f31e2.jpg,-_20240404161141.png,7
118fa5c1b9a63c0b6caca02a9487d120,f98eac2b8f304edd705a697f537b9b0e7800668e6655a707c7642e269ff43229,True,train,315,-2024-04-08-181746_png_jpg.rf.e196d3be9020038826b42da82cd26c90.jpg,-2024-04-08-181746_png_jpg,4
11b7b8bdc8536e425b4b43915e61a10f,911ccf65da8e7df74c8bf9be93a02f568be24863c42a9e3051bf60473ad3b075,True,valid,41,-2024-04-08-180928_png_jpg.rf.d4f9990378c1fbc07725e4d4b8a93071.jpg,-2024-04-08-180928_png_jpg,10
11cd99b32efe517e011a4cb14463d513,de680321370fb05eb148fbfab2cff9770337573e9ef551a8f817e5a3c87e2f2a,True,train,327,22066d1d-aea7-451c-a76b-fa428ce913c8_jpg.rf.ef3b401d912a88347465c65ce41ec36d.jpg,22066d1d-aea7-451c-a76b-fa428ce913c8.jpg,60
11d458e0f107ba089ddc4a6cbec4bcdf,d37f2539f7e826d6300120fdb2203d1aaba249dfe2f2e94207aa0b8fbbef7078,True,train,312,-2024-04-08-181115_png_jpg.rf.9bbb6e1bb38a15691e254391baabbb0c.jpg,-2024-04-08-181115_png_jpg,4
11e39148c4f9ba41df6311bce6259595,e0b9e9a3ce42e902939d89084aaa5957cf616fa5c5bbe750abc44f143153b13f,True,train,547,-_20230708190558_png_jpg.rf.862e1fe6b79e984380bf533055fb21e5.jpg,-_20230708190558_png_jpg,19
1268c21fee8933ce9b4038a12d9d7dc5,26f97f4e4210c45ff342535be395da8ed3f9c250e8c73541c556827710287cdb,True,train,538,16c3ab3b-13_jpg.rf.1defdb564384dce4b366c7c8fbe37d47.jpg,16c3ab3b-13.jpg,22
12b521439b311996b3990445fb97c1a1,bd6fe67b0e2d466bd32be0a8eb79bf68b2940eb0c2dea063dc4b8f9bad6bc696,True,train,469,-_20230924182512_png_jpg.rf.cd8ebc1c26b2079f6eb576ea3c2535a6.jpg,-_20230924182512_png.jpg,5
12e20fdfff6f4848472b53dd60d14941,78f87f4e70f8ca3dbf22b5af521e17ae1be4646b474dde9fa6e445d8a0339d69,True,train,59,-2024-04-10-131903_png.rf.4cbaae6f237c6d618525f433cbdefc30.jpg,-2024-04-10-131903.png,12
1317124bb1e97387c5049d72eab77b9a,f05913451ce067605db358de2f3147c4667153e27ea85837c69e0eb3b0f55945,True,train,555,-2024-04-08-181549_png_jpg.rf.bb0479ae072af12d1a5641ddc88d5e90.jpg,-2024-04-08-181549_png_jpg,5
13646ccc86d8e486f5b3d8164516084d,eff4fb3a11e8c25c46d25e0a2504a736a02007c26c8158f4929fc3f225a03c2f,True,train,394,19574211-ae62-485d-aa2e-390a7a0d8d07_jpg.rf.d015e9ca153d5b1dc683420339a72fe3.jpg,19574211-ae62-485d-aa2e-390a7a0d8d07.jpg,86
13b66ee9f658f05f17ec5461b462b8dd,809dfa669897d1b85b00bbf29e921807b9c8282c8fccc9137647ff0a71864316,True,test,20,-_20230708190618_png_jpg.rf.cb0fa15e9a6c8fd4a4545de6a596fdfa.jpg,-_20230708190618_png_jpg,4
13f8f6c51c070ad21836754e244c1cf5,8aeb16ea1718c1175af40049d242685edcfa2f1a82773f3431684fac21e86a24,True,train,365,-2024-04-08-181520_png.rf.cb7c835050511c34a050e894976c34ad.jpg,-2024-04-08-181520.png,5
147644b8850803079525d21fa57c5dd0,cee152bebfc58bbb2b8692c0e9d413791a99a4f15461a48cec2454dec42d772e,True,train,26,-_20230924182503_png_jpg.rf.059b2a8fb9bc4bb67bd04d6cfbeef4fd.jpg,-_20230924182503_png_jpg,5
161d41c2b370c8cbe61443d09e156f02,d2bf295f4180c7b60826a85035fc207e93ea48f83f288c6f021eb6714a93d780,True,train,385,-2024-04-08-181520_png_jpg.rf.7934c7d830bb41f050726186f0158be4.jpg,-2024-04-08-181520_png_jpg,5
1653c4f81e0f3942c6d4e027bd048f55,2ac75e80400647fa25019a85b384e6dd9ecf806ba3ea575cf248ffbcd13b31a8,True,valid,23,-_20230708190603_png.rf.5cc68c6369e0446af2b199efe236610c.jpg,-_20230708190603.png,21
165a682ff760235a11a4f7c54fb8cd53,3beafac56640c5ed4c1adfae1b628c5746e1d80dcb32ee99522323c569f90673,True,train,364,-2024-04-08-181047_png.rf.549b39de76f833ca3e4a680864cf723c.jpg,-2024-04-08-181047_png,5
1662331e6da8961da4976acb118ddbed,5351d56b3d21567dddef508bc2741ec5642e1bb2a6fb965347473e7409d88be7,True,train,260,-2024-04-10-131727_png_jpg.rf.94b5b8e7b1420b51be668b7f54efd065.jpg,-2024-04-10-131727_png_jpg,6
1673d66084f874ee33642306f1705686,e1c2b0fc821a65adc9175fb30164345216294219f994dd902b60f8338d6aa9d4,True,train,310,-2024-04-09-190757_png_jpg.rf.1dc4e980b82b7e8eb24638dafa74b5d0.jpg,-2024-04-09-190757_png_jpg,6
167d657570f893ba56491f65e5041189,1890954b90e66b33f5ffe01fb7563579e2a3ed098c2feb66fe5122dda6ea21c2,True,train,235,-2024-04-08-181545_png.rf.2abfb751be1f9b708515cb14eadf922c.jpg,-2024-04-08-181545.png,7
1681676074e58109db40fe88755cae84,708b5a81eed41d4dae32deb30b0e6a60fb7c582a0ca87b4dde8a66a94ac522fd,True,train,169,0f986a00-5ce7-4b05-9ba0-8534553d2a51_jpg.rf.b73951ba2e528f92c1a1d6a403b61486.jpg,0f986a00-5ce7-4b05-9ba0-8534553d2a51.jpg,52
16fab9c6bcb45e9ace2aed8063626313,155c110f0575ead882a8ca5fa3eaf6ec71bf77c2ccc0b387666cf5b6853fd767,True,train,30,-2024-04-08-181337_png_jpg.rf.e72bc933902d9d9fe515ac5611e72cd1.jpg,-2024-04-08-181337_png_jpg,5
178b34f51c6fe62141bb91b1e3624295,4baa10acad449f36f8b98a9418585da30ecb180b593bc246462444f688672573,True,test,72,1670333703-5cdf9b336c4b445e5e7cfce6_jpg.rf.72ba0948c3b032fd4a43e55fcbdc6f32.jpg,1670333703-5cdf9b336c4b445e5e7cfce6_jpg,10
178c6eef6d4c332eef83274c85917d87,1caecf791bac85b2000207d886232acf066e4a9b55b9fecb79de10003c666102,True,valid,63,-_20230924182512_png_jpg.rf.3c3e80fc2bbb14aa6a61f6b2f9bae905.jpg,-_20230924182512_png_jpg,5
17e1e5670d88e99012178f0f2638ecee,08b75652323dd79d3f4728e6d902b8cbcaf3b3046e056dbc839a582ab6b48016,True,train,340,-2024-04-10-132132_png_jpg.rf.491c5e206e0029ae5dc8c3bce37d58ad.jpg,-2024-04-10-132132_png_jpg,7
184ff8f0f046f9e0d1f2b0d9892ff7ba,5270922bc602f453904fe56017a198f2410133aaa0f54a0549380dc2c6f176c9,True,train,140,-2024-04-08-181047_png_jpg.rf.81eed90e81828524875535f39775b4ae.jpg,-2024-04-08-181047_png.jpg,5
19aaf6974afd432c9d62dd5299457bac,6b2c5cbe619b779288aed6e6f9bf55d7e93ac16f3d933722482ed0d26fbe8ac2,True,train,178,-2024-04-08-180928_png_jpg.rf.2e0ea1b4b065cced89dfa50324659e4e.jpg,-2024-04-08-180928_png.jpg,10
19edbb444d53f33b442d047a379d12db,3913b7172c06555b53ffd35a2bdd4c3a8c6082af2e2bfff526589f8c99196c7f,True,train,296,9726cfb3c55806a364cf3645086f339_png_jpg.rf.c6e8c2950fb6d31f96ef722d388d98c5.jpg,9726cfb3c55806a364cf3645086f339_png.jpg,12
1a57032838dd7e855940bf405871441c,e55e4d08185dfd36276e76282c551713e577cde1366fc05081a8f13e899ca3e2,True,train,64,-2024-04-08-181435_png_jpg.rf.2ffe62eba54f739113f878d3aa04c761.jpg,-2024-04-08-181435_png_jpg,5
1a65b41fc35b0dc7b61c7429c8cfa01f,a6dc92ffb190085e8e84552573eca3506c130e09b5f622de093c0aa4ce0fd5bb,True,train,112,-2024-04-09-190630_png_jpg.rf.445f237fab355cfd24bae8f7559a5975.jpg,-2024-04-09-190630_png_jpg,5
1ae7c946a7e551a42bd24674058c1f05,5dd517d23bdbf5f898872a883db2cfd1a2f186a252a5cf93ee9ece71e3f688b6,True,train,520,5cdadad4-c7de-4861-9742-89a437764a4f_jpg.rf.075997275a55c72e39222e4414c3920f.jpg,5cdadad4-c7de-4861-9742-89a437764a4f.jpg,120
1b3d2bdfd5e468e193458a1b9b32cfae,08115319450fd629c3ca512439d69866203a1da22f40085b6d32306d71b7ce9b,True,train,599,05180fd3-a4e9-4606-b669-980f5c1790a4_jpg.rf.efd8f1f140879f450574cd6e13214853.jpg,05180fd3-a4e9-4606-b669-980f5c1790a4.jpg,315
1c0c9ee642f5145379f36ee2679aaeb4,93c8fd2e8a60555fbd3c7e020180947432efb7db273850f2811ffa2c081efde2,True,test,40,-2024-04-09-190700_png_jpg.rf.37160977e51d97085e2e1b295c01fb72.jpg,-2024-04-09-190700_png_jpg,5
1c0eb56c3c7c78bebac284e3f68e03cc,142e7ca77646e5a9a674bae0c6d400ea0cd2758b5af437b58cbfef6a9a612231,True,train,480,steelbeam74_jpg.rf.55de167b2a87127f7837d5e60de2bb32.jpg,steelbeam74.jpg,3
1c5eabcefc14064fed3789dbc5893c50,6b2b812fac41f6a2978516b276b3a937cc61a0707895641246a46b576e052c72,True,train,456,-2024-04-08-175906_png_jpg.rf.2cf727e119d4f6120604aea79f9dfb30.jpg,-2024-04-08-175906_png.jpg,2
1c813f9ea5cc742b4bf6ed21196ced8a,4336394fd7208f97e0be7aebd3dddc6c263b0610ea45a07cf11c9ffe90d77379,True,train,119,-2024-04-08-180955_png_jpg.rf.192744a9bd06420fbe9e2c8fc5af12ad.jpg,-2024-04-08-180955_png.jpg,10
1ca9d4ca452d6470aaff517af070f238,6d9f61810000dcdb92dc55c272d5b2ca8560eb50912e1a811124e30e30950f88,True,train,396,-2024-04-08-181226_png_jpg.rf.843fc69ee9716d3d18206acbf111a5f1.jpg,-2024-04-08-181226_png.jpg,10
1cb5e393a5c64d14cf9f2ac0ed1d28b2,239e9544765909b059de4ecf25acd0e100ab3756b5a096f7da6e4cce73c40c2d,True,train,209,og_jpg.rf.6a2e2c4a83c9cb0a6cac9a67e498f163.jpg,og.jpg,88
1d00bceeac02683cec8c4c5c0da39f91,67782b6ab3416f1c518928a4a014d7637e9ae4aa7d1264546cb62a665cb5ef4a,True,train,35,-2024-04-08-181520_png_jpg.rf.78db4b0e2571a22aa8a404888ad0161c.jpg,-2024-04-08-181520_png_jpg,5
1d7aed1bd48cc32ca6d5da4e9f826f91,8c0e4beaf22403763d091baee16c5641126c2ec637729fbc9b36b6bdc31a040d,True,train,453,103f559751e75f575b7101078f8b0fa_png_jpg.rf.1fa1008e124099d13745d4a58068e2a2.jpg,103f559751e75f575b7101078f8b0fa_png_jpg,20
1e1aba3ed50a140f1265f2249c507a6f,a868d9e5ee9d64510606805693026d755f2b64c5253f708337aad840ef12f1e6,True,train,68,irii8idx_png.rf.e9bd006f75fa0145a482eac382f1cf39.jpg,irii8idx.png,9
1e4e23c16e1d6d17f1207c294953112a,4be4b2086c75fd64202fda06aa8ada27c7c4e82f5a93ec112e60be03981593bf,True,train,173,-2024-04-08-175704_png_jpg.rf.a7eba64c91ea97f75e7d9e7737f9bbdc.jpg,-2024-04-08-175704_png.jpg,3
1e9fb56bbe95b8e176377905975a5bc5,d3c6334e8d3b10fb221f6d9f2b489b5b345b558dc2372ccb158a584d9416f7f6,True,valid,64,-2024-04-08-181724_png_jpg.rf.2e6e14d7475efa8d806a029c4e128810.jpg,-2024-04-08-181724_png_jpg,4
1ed790d01762415d4dc3e55a86761c84,daaaabb18b94907f2f8efd5956b6d49afd87bb31def5dd87f46de287d335cda7,True,train,74,steelbeam134_jpg.rf.9d9cb03b27e749897a3b52fe1cb966c2.jpg,steelbeam134.jpg,35
1eff46c04af1fb98a8cc1c4a3cbf89fc,1ba67e6f1f0b685a538e71a65adc6f289d74cb01a5a8da706216e60c89a0de72,True,train,562,94f76c37-4bb3-4a2d-bdba-4ac1cd4c86cf_jpg.rf.be77fdf8c1a91c94992376a3af3dccbb.jpg,94f76c37-4bb3-4a2d-bdba-4ac1cd4c86cf.jpg,21
1f25cd2fb28c8b7906267b3197e7d360,220f9e3d29d688764280fe22f9da24cbf6d1c8c63f38d38771be026bbef7560b,True,train,405,e327edd1-7_jpg.rf.9bc0970d108b6eb3b005ad747463347d.jpg,e327edd1-7.jpg,29
1f3c744945563b6a64de1f167a23529d,e0dbc2132f8a1c91f1c9eb5709e45dce17ac0e9309f0e20e46dc82a85989e41e,True,train,404,-2024-04-10-133445_png_jpg.rf.4851bf641da5646bee94d78ebde7848d.jpg,-2024-04-10-133445_png_jpg,6
20b3f97d9616d2974ba0762345a8f56b,cf57ec0455bc68dd447fa7ffe3deacfbf86c36ab3d65a5ae0e8a5832246a68e1,True,train,577,d5f3ab32-26_jpg.rf.c4a0049ab8522aa56d507f22c44042a7.jpg,d5f3ab32-26_jpg,33
20c42a667fd98ba5deb8b8fe876cabc7,81f5c3f46f1976c4003cb9c8be066c6614bc851cd7bd35a80b98f7c720646ca8,True,train,185,-2024-04-08-181115_png_jpg.rf.a06e0ce777ea7f890d3eca2960432cd3.jpg,-2024-04-08-181115_png.jpg,3
210a6dd36d8b9e43a7c6b096857c48e1,343bee54fe7c12db90bf4ba49e629fb112f105bd1be086f4c91a8787fd7ed5ef,True,train,369,417_original_png_jpg.rf.d949d30ae0fa8cc88741ad99e153c824.jpg,417_original_png_jpg,5
21394de1fe57e2d402160a1aa179635c,9da595999acb82f36edb0645ed6907dc2617871d14a192e703881a6579ae8303,True,test,15,d573a1a8ebd9fed84355b19c820fd55_png.rf.ead4fdaf600adc02aeeb13b32e38f576.jpg,d573a1a8ebd9fed84355b19c820fd55_png,21
213df57ab5d8fe4257a23daaaa67267c,84cbfe37360f518bf2b2d19f6b42f1134869134d7dd127fc1182fbf303a52a5b,True,train,561,-2024-04-08-181302_png_jpg.rf.b6f63f65d98790f889d2fda94444a928.jpg,-2024-04-08-181302_png_jpg,4
2149749bd8b519445b517caec096b940,cbd82caf972fb97457af8604ff90c34105816233af3ccbaa9c19d6a8321d54fe,True,train,277,29f1f335-5da4-4a9b-b638-88294f28e2f8_jpg.rf.12039504c91ff83c283791392ef4a9c3.jpg,29f1f335-5da4-4a9b-b638-88294f28e2f8.jpg,46
214a79aef522cf2f90a345bd7eb727f8,2bdf3808575837371d6e229bc8acb930183ce0af3c32973bdaae99b159f60090,True,train,34,18cf4515-b854-44c9-9f58-1e94104e3d57_jpg.rf.8b1744bbadd56b49860e01a31d73e43e.jpg,18cf4515-b854-44c9-9f58-1e94104e3d57.jpg,56
222b24f486fef10f2a8615a3247ac22d,37ab62a8eff316cbba7fe0420e965477d47470b8db628c5e12f8dde1935b2619,True,train,454,-_20230924182503_png_jpg.rf.95ccf598668fdead9008ad604e699a13.jpg,-_20230924182503_png.jpg,5
22490961c6750088dafaf282547fab35,3ccc09156dc1e0f317eb489f96363ff0ce2978dd2f86ad3c2f91276880c95b46,True,test,36,-2024-04-08-181203_png_jpg.rf.ec5116a3048c6e5eccd23dcc28d21bb4.jpg,-2024-04-08-181203_png.jpg,5
