split,image_id,file_name,annotation_id,class_id,class_name,occluded,out_of_image,out_of_bbox,malformed
train,50,000050.jpg,10741,1,T-beam,True,True,True,False
train,50,000050.jpg,10742,1,T-beam,True,True,True,False
train,50,000050.jpg,10750,1,T-beam,False,True,False,False
train,51,000051.jpg,10681,3,Angle Bar,True,True,True,False
train,51,000051.jpg,10687,3,Angle Bar,False,True,False,False
train,55,000055.jpg,7400,2,HI-Beam,False,False,True,False
train,55,000055.jpg,7401,2,HI-Beam,False,False,True,False
train,55,000055.jpg,7417,2,HI-Beam,False,False,True,False
train,55,000055.jpg,7418,2,HI-Beam,False,False,True,False
train,55,000055.jpg,7419,2,HI-Beam,False,False,True,False
train,64,000064.jpg,4232,1,T-beam,False,True,True,False
train,64,000064.jpg,4233,1,T-beam,False,True,True,False
train,65,000065.jpg,2717,2,HI-Beam,True,False,False,False
train,65,000065.jpg,2719,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2723,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2724,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2731,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2732,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2734,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2737,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2738,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2740,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2741,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2745,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2748,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2750,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2751,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2752,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2755,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2760,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2761,2,HI-Beam,False,False,True,False
train,65,000065.jpg,2764,2,HI-Beam,False,False,True,False
train,67,000067.jpg,1514,3,Angle Bar,True,False,False,False
train,67,000067.jpg,1516,3,Angle Bar,False,True,True,False
train,67,000067.jpg,1517,3,Angle Bar,False,True,True,False
train,69,000069.jpg,6287,1,T-beam,False,False,True,False
train,69,000069.jpg,6288,1,T-beam,False,True,False,False
train,69,000069.jpg,6289,1,T-beam,False,True,True,False
train,71,000071.jpg,2945,1,T-beam,False,False,True,False
train,71,000071.jpg,2947,1,T-beam,False,False,True,False
train,72,000072.jpg,5682,2,HI-Beam,False,False,True,False
train,72,000072.jpg,5684,2,HI-Beam,False,False,True,False
train,72,000072.jpg,5687,2,HI-Beam,False,False,True,False
train,72,000072.jpg,5688,2,HI-Beam,False,False,True,False
train,72,000072.jpg,5689,2,HI-Beam,False,False,True,False
train,75,000075.jpg,10409,2,HI-Beam,True,False,False,False
train,75,000075.jpg,10428,2,HI-Beam,False,False,True,False
train,75,000075.jpg,10430,2,HI-Beam,False,False,True,False
train,75,000075.jpg,10456,2,HI-Beam,False,False,True,False
train,75,000075.jpg,10481,2,HI-Beam,False,False,True,False
train,75,000075.jpg,10482,2,HI-Beam,False,False,True,False
train,75,000075.jpg,10485,2,HI-Beam,True,False,False,False
train,75,000075.jpg,10525,2,HI-Beam,True,False,False,False
train,75,000075.jpg,10528,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11508,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11516,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11529,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11534,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11548,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11549,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11551,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11557,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11558,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11570,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11571,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11574,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11593,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11594,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11601,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11604,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11612,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11641,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11649,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11665,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11675,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11679,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11680,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11687,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11695,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11716,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11724,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11727,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11755,2,HI-Beam,True,False,True,False
train,76,000076.jpg,11756,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11757,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11762,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11763,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11764,2,HI-Beam,True,False,True,False
train,76,000076.jpg,11767,2,HI-Beam,True,False,True,False
train,76,000076.jpg,11779,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11780,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11783,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11784,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11793,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11794,2,HI-Beam,True,False,True,False
train,76,000076.jpg,11796,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11800,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11804,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11805,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11806,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11810,2,HI-Beam,False,False,True,False
train,76,000076.jpg,11812,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11814,2,HI-Beam,True,False,False,False
train,76,000076.jpg,11815,2,HI-Beam,True,False,False,False
train,78,000078.jpg,9834,2,HI-Beam,False,False,True,False
train,78,000078.jpg,9835,2,HI-Beam,True,True,False,False
train,79,000079.jpg,8250,2,HI-Beam,True,False,True,False
train,80,000080.jpg,1468,1,T-beam,False,False,True,False
train,80,000080.jpg,1469,1,T-beam,False,False,True,False
train,82,000082.jpg,3250,3,Angle Bar,False,True,True,False
train,82,000082.jpg,3255,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3271,3,Angle Bar,False,True,True,False
train,82,000082.jpg,3273,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3276,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3280,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3285,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3287,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3290,3,Angle Bar,False,True,True,False
train,82,000082.jpg,3291,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3292,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3293,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3294,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3295,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3296,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3297,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3298,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3299,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3300,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3301,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3302,3,Angle Bar,True,False,False,False
train,82,000082.jpg,3310,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3312,3,Angle Bar,False,True,True,False
train,82,000082.jpg,3313,3,Angle Bar,True,True,True,False
train,82,000082.jpg,3314,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3315,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3316,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3317,3,Angle Bar,True,False,True,False
train,82,000082.jpg,3321,3,Angle Bar,True,True,False,False
train,82,000082.jpg,3323,3,Angle Bar,False,False,True,False
train,82,000082.jpg,3325,3,Angle Bar,True,True,True,False
train,82,000082.jpg,3326,3,Angle Bar,False,True,True,False
train,82,000082.jpg,3327,3,Angle Bar,True,True,True,False
train,82,000082.jpg,3328,3,Angle Bar,True,True,False,False
train,88,000088.jpg,1103,2,HI-Beam,True,False,False,False
train,89,000089.jpg,11001,2,HI-Beam,True,False,False,False
train,89,000089.jpg,11002,2,HI-Beam,True,False,False,False
train,89,000089.jpg,11013,2,HI-Beam,True,False,False,False
train,90,000090.jpg,7733,3,Angle Bar,True,False,False,False
train,90,000090.jpg,7736,3,Angle Bar,True,False,False,False
train,90,000090.jpg,7737,3,Angle Bar,True,False,False,False
train,90,000090.jpg,7738,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7739,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7740,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7741,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7742,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7743,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7744,3,Angle Bar,False,True,True,False
train,90,000090.jpg,7745,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7746,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7747,3,Angle Bar,True,True,True,False
train,90,000090.jpg,7748,3,Angle Bar,True,True,True,False
train,92,000092.jpg,11159,3,Angle Bar,False,False,True,False
train,92,000092.jpg,11162,3,Angle Bar,False,False,True,False
train,92,000092.jpg,11163,3,Angle Bar,False,False,True,False
train,92,000092.jpg,11164,3,Angle Bar,False,False,True,False
train,92,000092.jpg,11166,3,Angle Bar,False,False,True,False
train,92,000092.jpg,11168,3,Angle Bar,False,False,True,False
train,92,000092.jpg,11178,3,Angle Bar,True,True,True,False
train,92,000092.jpg,11179,3,Angle Bar,False,False,True,False
train,92,000092.jpg,11182,3,Angle Bar,True,False,False,False
train,92,000092.jpg,11183,3,Angle Bar,True,False,False,False
train,92,000092.jpg,11184,3,Angle Bar,True,False,True,False
train,93,000093.jpg,3019,1,T-beam,False,False,True,False
train,93,000093.jpg,3020,1,T-beam,True,False,False,False
train,95,000095.jpg,276,1,T-beam,True,False,False,False
train,97,000097.jpg,5008,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5013,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5019,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5020,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5021,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5027,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5034,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5042,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5043,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5047,2,HI-Beam,False,False,True,False
train,97,000097.jpg,5049,2,HI-Beam,False,False,True,False
train,100,000100.jpg,883,1,T-beam,False,False,True,False
train,100,000100.jpg,884,1,T-beam,False,False,True,False
train,101,000101.jpg,6743,2,HI-Beam,True,False,False,False
train,104,000104.jpg,318,2,HI-Beam,False,False,True,False
train,106,000106.jpg,10229,3,Angle Bar,True,False,False,False
train,106,000106.jpg,10230,3,Angle Bar,True,False,False,False
train,106,000106.jpg,10231,3,Angle Bar,False,False,True,False
train,106,000106.jpg,10233,3,Angle Bar,False,False,True,False
train,106,000106.jpg,10249,3,Angle Bar,True,True,True,False
train,106,000106.jpg,10250,3,Angle Bar,True,True,True,False
train,106,000106.jpg,10254,3,Angle Bar,True,False,True,False
train,106,000106.jpg,10259,3,Angle Bar,True,False,True,False
train,110,000110.jpg,2374,1,T-beam,False,False,True,False
train,110,000110.jpg,2379,1,T-beam,True,False,False,False
train,113,000113.jpg,4805,2,HI-Beam,True,False,False,False
train,113,000113.jpg,4847,2,HI-Beam,False,False,True,False
train,114,000114.jpg,812,2,HI-Beam,False,False,True,False
train,114,000114.jpg,838,2,HI-Beam,False,False,True,False
train,114,000114.jpg,846,2,HI-Beam,False,False,True,False
train,114,000114.jpg,853,2,HI-Beam,False,False,True,False
train,114,000114.jpg,856,2,HI-Beam,False,False,True,False
train,114,000114.jpg,860,2,HI-Beam,True,False,False,False
train,114,000114.jpg,861,2,HI-Beam,True,False,False,False
train,114,000114.jpg,862,2,HI-Beam,True,False,False,False
train,114,000114.jpg,863,2,HI-Beam,True,False,False,False
train,116,000116.jpg,10399,1,T-beam,True,False,False,False
train,117,000117.jpg,1359,2,HI-Beam,True,False,False,False
train,117,000117.jpg,1361,2,HI-Beam,True,False,False,False
train,117,000117.jpg,1363,2,HI-Beam,True,False,False,False
train,118,000118.jpg,7940,1,T-beam,False,False,True,False
train,118,000118.jpg,7941,1,T-beam,False,False,True,False
train,118,000118.jpg,7945,1,T-beam,True,False,True,False
train,120,000120.jpg,8043,1,T-beam,False,True,True,False
train,121,000121.jpg,4216,1,T-beam,True,True,True,False
train,121,000121.jpg,4218,1,T-beam,True,False,False,False
train,122,000122.jpg,5095,1,T-beam,True,False,False,False
train,122,000122.jpg,5098,1,T-beam,True,False,False,False
train,124,000124.jpg,703,1,T-beam,False,True,True,False
train,125,000125.jpg,9765,2,HI-Beam,False,False,True,False
train,125,000125.jpg,9769,2,HI-Beam,False,False,True,False
train,125,000125.jpg,9771,2,HI-Beam,False,False,True,False
train,125,000125.jpg,9773,2,HI-Beam,False,False,True,False
train,125,000125.jpg,9783,2,HI-Beam,False,False,True,False
train,125,000125.jpg,9785,2,HI-Beam,False,False,True,False
train,125,000125.jpg,9786,2,HI-Beam,False,False,True,False
train,127,000127.jpg,362,3,Angle Bar,False,False,True,False
train,127,000127.jpg,365,3,Angle Bar,False,True,True,False
train,127,000127.jpg,366,3,Angle Bar,False,True,True,False
train,127,000127.jpg,367,3,Angle Bar,False,True,True,False
train,127,000127.jpg,368,3,Angle Bar,False,True,True,False
train,127,000127.jpg,369,3,Angle Bar,False,True,True,False
train,129,000129.jpg,2953,1,T-beam,True,False,False,False
train,130,000130.jpg,69,3,Angle Bar,True,False,False,False
train,130,000130.jpg,70,3,Angle Bar,True,False,False,False
train,130,000130.jpg,72,3,Angle Bar,True,False,False,False
train,130,000130.jpg,74,3,Angle Bar,False,True,True,False
train,130,000130.jpg,75,3,Angle Bar,False,True,True,False
train,134,000134.jpg,2711,3,Angle Bar,False,True,False,False
train,135,000135.jpg,3179,1,T-beam,True,False,False,False
train,142,000142.jpg,25,3,Angle Bar,False,True,True,False
train,142,000142.jpg,26,3,Angle Bar,False,True,True,False
train,142,000142.jpg,27,3,Angle Bar,False,True,True,False
train,142,000142.jpg,28,3,Angle Bar,False,True,True,False
train,142,000142.jpg,29,3,Angle Bar,False,True,True,False
train,142,000142.jpg,30,3,Angle Bar,False,True,True,False
train,147,000147.jpg,4294,3,Angle Bar,True,False,False,False
train,147,000147.jpg,4295,3,Angle Bar,True,False,False,False
train,147,000147.jpg,4307,3,Angle Bar,True,False,False,False
train,147,000147.jpg,4309,3,Angle Bar,True,False,True,False
train,149,000149.jpg,5081,1,T-beam,True,False,False,False
train,152,000152.jpg,6314,2,HI-Beam,False,False,True,False
train,152,000152.jpg,6315,2,HI-Beam,True,False,False,False
train,155,000155.jpg,11027,3,Angle Bar,False,True,True,False
train,155,000155.jpg,11028,3,Angle Bar,False,True,True,False
train,155,000155.jpg,11029,3,Angle Bar,False,True,True,False
train,155,000155.jpg,11030,3,Angle Bar,False,True,True,False
train,155,000155.jpg,11031,3,Angle Bar,False,True,True,False
train,157,000157.jpg,1248,1,T-beam,False,False,True,False
train,160,000160.jpg,2481,3,Angle Bar,False,True,False,False
train,160,000160.jpg,2482,3,Angle Bar,False,True,False,False
train,160,000160.jpg,2483,3,Angle Bar,False,True,False,False
train,160,000160.jpg,2484,3,Angle Bar,True,True,False,False
train,160,000160.jpg,2486,3,Angle Bar,True,False,True,False
train,160,000160.jpg,2487,3,Angle Bar,True,False,True,False
train,160,000160.jpg,2488,3,Angle Bar,True,False,True,False
train,160,000160.jpg,2489,3,Angle Bar,True,False,True,False
train,160,000160.jpg,2492,3,Angle Bar,True,False,True,False
train,160,000160.jpg,2493,3,Angle Bar,True,False,True,False
train,166,000166.jpg,10558,2,HI-Beam,True,False,False,False
train,166,000166.jpg,10561,2,HI-Beam,False,False,True,False
train,166,000166.jpg,10562,2,HI-Beam,False,False,True,False
train,168,000168.jpg,1011,3,Angle Bar,True,False,False,False
train,168,000168.jpg,1012,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1013,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1015,3,Angle Bar,True,False,False,False
train,168,000168.jpg,1020,3,Angle Bar,True,False,False,False
train,168,000168.jpg,1033,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1034,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1035,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1036,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1037,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1038,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1039,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1040,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1041,3,Angle Bar,True,True,True,False
train,168,000168.jpg,1042,3,Angle Bar,True,True,True,False
train,169,000169.jpg,3389,1,T-beam,False,False,True,False
train,169,000169.jpg,3398,1,T-beam,False,False,True,False
train,169,000169.jpg,3400,1,T-beam,True,False,False,False
train,169,000169.jpg,3405,1,T-beam,True,False,False,False
train,169,000169.jpg,3407,1,T-beam,False,False,True,False
train,172,000172.jpg,1296,1,T-beam,False,False,True,False
train,174,000174.jpg,2380,1,T-beam,True,False,False,False
train,174,000174.jpg,2388,1,T-beam,True,False,False,False
train,175,000175.jpg,887,2,HI-Beam,False,True,False,False
train,175,000175.jpg,890,2,HI-Beam,False,True,False,False
train,178,000178.jpg,6841,1,T-beam,False,True,True,False
train,179,000179.jpg,440,2,HI-Beam,False,True,False,False
train,181,000181.jpg,4725,1,T-beam,False,True,False,False
train,184,000184.jpg,5087,1,T-beam,False,False,True,False
train,184,000184.jpg,5091,1,T-beam,False,True,True,False
train,187,000187.jpg,10876,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10877,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10880,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10881,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10884,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10891,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10900,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10914,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10924,3,Angle Bar,True,False,False,False
train,187,000187.jpg,10934,3,Angle Bar,True,False,False,False
train,189,000189.jpg,11501,1,T-beam,False,True,False,False
train,191,000191.jpg,7881,2,HI-Beam,True,False,False,False
train,192,000192.jpg,5764,1,T-beam,False,True,True,False
train,193,000193.jpg,1000,1,T-beam,False,False,True,False
train,195,000195.jpg,6806,1,T-beam,False,False,True,False
train,197,000197.jpg,10269,1,T-beam,False,False,True,False
train,198,000198.jpg,1583,1,T-beam,False,False,True,False
train,198,000198.jpg,1588,1,T-beam,False,False,True,False
train,198,000198.jpg,1594,1,T-beam,False,False,True,False
train,198,000198.jpg,1595,1,T-beam,False,False,True,False
train,199,000199.jpg,10588,1,T-beam,False,False,True,False
train,201,000201.jpg,1459,1,T-beam,False,False,True,False
train,201,000201.jpg,1460,1,T-beam,False,False,True,False
train,201,000201.jpg,1463,1,T-beam,False,False,True,False
train,205,000205.jpg,11122,1,T-beam,False,False,True,False
train,205,000205.jpg,11123,1,T-beam,False,False,True,False
train,206,000206.jpg,10546,1,T-beam,False,True,False,False
train,207,000207.jpg,10184,2,HI-Beam,True,False,False,False
train,210,000210.jpg,6707,1,T-beam,False,False,True,False
train,211,000211.jpg,4882,1,T-beam,False,False,True,False
train,211,000211.jpg,4888,1,T-beam,False,False,True,False
train,212,000212.jpg,435,1,T-beam,False,False,True,False
train,212,000212.jpg,436,1,T-beam,False,True,False,False
train,212,000212.jpg,437,1,T-beam,False,False,True,False
train,224,000224.jpg,7661,1,T-beam,True,True,False,False
train,225,000225.jpg,4244,2,HI-Beam,False,False,True,False
